price;lotSize;age;landValue;livingArea;pctCollege;bedrooms;fireplaces;bathrooms;rooms;heating;fuel;sewer;waterfront;newConstruction;centralAir;built date;property code;mtrsmyroom;category
175000;0.46;29;27400;1874;64;4;1;2.5;7;hot water/steam;gas;public/commercial;No;No;No;18/08/1991;UC0101177420AWS69247;4182;Mx
255250;0.5;0;17500;2099;64;4;1;2.5;8;hot air;gas;public/commercial;No;No;No;10/08/2020;UC0101373020AWS32248;2449,875;S
175000;0.6;33;32000;1872;64;3;1;2.5;8;hot water/steam;gas;public/commercial;No;No;No;19/08/1987;UC0101592938AWS15846;4234;Mx
235000;0.41;17;44300;2388;64;4;1;2.5;11;electric;electric;public/commercial;No;No;Yes;15/08/2003;UC0101111179AWS56250;4244,363636;Mx
324000;0.53;18;65800;2812;64;4;1;2.5;12;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101365231AWS56114;5717,666667;M
173000;0.21;11;19100;1064;64;2;1;2;4;hot air;gas;public/commercial;No;No;No;13/08/2009;UC0101575578AWS97702;5041;Mx
116900;0.06;20;16400;1375;64;2;;1.5;7;hot air;gas;public/commercial;No;No;Yes;15/08/2000;UC0101812364AWS34746;2539,285714;S
105900;0.09;19;17600;1480;64;3;;1.5;5;hot air;electric;public/commercial;No;No;No;15/08/2001;UC010153214AWS94738;3816;Mx
112000;0.13;25;18300;1260;64;2;1;1.5;5;hot air;gas;public/commercial;No;No;Yes;17/08/1995;UC0101443562AWS18068;3912;Mx
235000;0.72;15;40300;2086;64;3;1;2.5;5;hot air;gas;public/commercial;No;No;Yes;14/08/2005;UC010189387AWS85093;8477,2;M
235000;1;9;43900;2588;64;4;1;2.5;12;hot air;oil;septic;No;No;No;13/08/2011;UC0101863829AWS61807;3874;Mx
130000;0.18;18;18800;1480;64;3;;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101827565AWS35815;5070;Mx
235000;0.74;10;35700;;64;3;1;2.5;7;hot air;gas;public/commercial;No;No;No;13/08/2010;UC0101269155AWS28493;5350,285714;Mx
191900;0.48;32;28200;2660;64;4;1;2.5;11;hot water/steam;gas;public/commercial;No;No;No;18/08/1988;UC0101401255AWS24063;2805,454545;S
284900;0.58;20;69500;2417;64;3;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;15/08/2000;UC0101413674AWS65433;7990,777778;M
335000;0.01;21;79100;2793;64;3;1;2.5;7;hot air;gas;public/commercial;No;No;Yes;16/08/1999;UC0101228612AWS29958;11699;Lx
140000;1;78;21200;1152;64;2;;1;6;hot water/steam;oil;septic;No;No;No;30/08/1942;UC0101223118AWS54961;3725,333333;Mx
191000;0.41;29;25400;2344;64;4;1;2.5;9;hot water/steam;gas;public/commercial;No;No;No;18/08/1991;UC0101459857AWS16051;3082,666667;Mx
153000;0.51;33;34600;1926;64;4;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;19/08/1987;UC0101396021AWS82483;6087,666667;M
196000;0.55;35;34800;2208;64;4;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;19/08/1985;UC0101231941AWS43319;4112;Mx
248000;0.46;16;60500;2208;64;3;1;2.5;7;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101863431AWS19270;8958,285714;M
240000;0.6;35;32000;2708;64;5;2;2.5;12;hot water/steam;gas;public/commercial;No;No;No;19/08/1985;UC010174248AWS89093;2892,333333;S
132000;0.19;18;18900;1142;64;3;;1.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101396369AWS76670;3340,333333;Mx
199000;1.42;32;48300;2529;64;3;1;2;7;hot air;gas;septic;No;No;Yes;18/08/1988;UC0101884429AWS39583;7261,285714;M
217000;0.69;20;35500;1797;64;4;;2;9;electric;electric;septic;No;No;No;15/08/2000;UC0101822724AWS43292;4144,111111;Mx
167000;0.51;31;34600;1611;64;3;1;1.5;4;hot air;gas;public/commercial;No;No;No;18/08/1989;UC0101133705AWS9157;9052,75;Lx
245000;0.29;13;31400;2576;64;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;14/08/2007;UC010131965AWS9951;3397,6;Mx
358000;0.06;10;79600;2653;82;4;;2.5;10;hot air;gas;septic;No;No;Yes;13/08/2010;UC0101807820AWS5962;8225,3;M
412500;0.6;13;88000;3896;64;5;2;4.5;12;hot water/steam;gas;public/commercial;No;No;Yes;14/08/2007;UC0101658990AWS67186;7658;M
208000;0.53;16;37500;1585;64;3;1;1;6;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101928378AWS99722;6514,166667;M
270000;0.38;10;38000;2774;64;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC010110131AWS69971;5096,75;Mx
100000;0.74;54;28300;1283;64;2;1;1;3;hot air;gas;septic;No;No;No;24/08/1966;UC0101150570AWS40847;9861;Lx
130000;0.56;29;34800;1136;64;3;;1;6;hot air;oil;septic;No;No;No;18/08/1991;UC0101108915AWS60670;5989,333333;M
182500;0.71;32;35100;1896;64;4;1;2.5;6;hot water/steam;gas;public/commercial;No;No;No;18/08/1988;UC0101388494AWS18353;6166;M
139000;2.84;55;60200;1536;64;2;1;1;7;hot water/steam;gas;septic;No;No;No;24/08/1965;UC0101582782AWS72434;8819,428571;M
104000;0.09;19;17600;1480;64;3;1;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101476616AWS44305;3816;Mx
221000;0.52;14;37300;2096;64;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;14/08/2006;UC0101395057AWS59502;4924,5;Mx
260000;1;8;40200;2324;64;4;;2.5;7;hot air;gas;public/commercial;No;No;Yes;12/08/2012;UC0101359099AWS1218;6074,857143;M
182500;0.5;29;29000;2079;64;4;1;2.5;7;hot water/steam;gas;public/commercial;No;No;No;18/08/1991;UC0101339495AWS20730;4439,857143;Mx
196000;0.43;33;31400;1911;64;4;1;1.5;10;hot air;gas;public/commercial;No;No;Yes;19/08/1987;UC0101184766AWS50023;3331,1;Mx
132000;0.09;18;17600;1480;64;3;1;1.5;7;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC010181017AWS21611;2725,714286;S
224900;0.11;25;32900;2208;64;4;1;2.5;10;hot water/steam;gas;septic;No;No;No;17/08/1995;UC0101309926AWS48330;3510,8;Mx
199900;0.24;9;28000;1462;64;3;;2.5;7;hot air;gas;public/commercial;No;No;No;13/08/2011;UC0101842142AWS27375;4208,857143;Mx
165835;0.39;38;29600;1794;64;4;1;1.5;10;hot air;gas;septic;No;No;No;20/08/1982;UC010149305AWS24861;3139,4;Mx
189000;0.8;38;35500;1886;64;4;1;2.5;9;hot water/steam;gas;public/commercial;No;No;No;20/08/1982;UC0101518335AWS55305;4154;Mx
89900;0.19;19;13300;1080;64;3;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101598407AWS68561;2054,285714;S
235000;0.59;34;31700;2576;64;5;1;3;11;hot water/steam;gas;public/commercial;No;No;Yes;19/08/1986;UC0101673956AWS44907;3116;Mx
166000;0.48;26;31200;1508;64;4;1;1.5;5;hot water/steam;gas;public/commercial;No;No;No;17/08/1994;UC0101682109AWS66930;6541,6;M
153100;0.46;35;32700;1672;64;4;1;1;5;hot air;gas;public/commercial;No;No;No;19/08/1985;UC0101730630AWS99556;6874,4;M
162000;0.4;35;30000;1739;64;4;1;1.5;9;hot air;gas;public/commercial;No;No;Yes;19/08/1985;UC010137150AWS83441;3526,555556;Mx
224000;0.52;40;29600;3074;64;7;1;2.5;12;hot water/steam;gas;septic;No;No;No;20/08/1980;UC0101901085AWS41325;2722,833333;S
222400;0.86;3;35600;1976;64;3;1;2.5;8;hot air;gas;septic;No;No;No;11/08/2017;UC0101942802AWS68699;4697;Mx
199000;0.46;37;27400;2302;64;4;1;2.5;8;hot water/steam;gas;public/commercial;No;No;No;20/08/1983;UC0101616156AWS13936;3712,75;Mx
166000;0.95;13;9500;1480;51;3;1;2;4;hot air;gas;septic;No;No;Yes;14/08/2007;UC0101298989AWS52892;2745;S
149900;0.63;11;17900;960;54;2;;2;5;hot water/steam;gas;public/commercial;No;No;No;13/08/2009;UC0101626446AWS16965;3772;Mx
152000;0.42;16;17400;1582;36;3;;1.5;8;electric;electric;septic;No;No;No;14/08/2004;UC0101118012AWS3179;2372,75;S
162500;0.34;154;11900;1600;54;4;;1;7;hot air;oil;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101990155AWS59907;1928,571429;S
274900;0.5;5;4000;2320;54;4;;2.5;9;hot air;gas;public/commercial;No;No;No;12/08/2015;UC010155621AWS17733;702,2222222;S
100000;0.2;14;7200;1034;54;2;;1.5;5;hot water/steam;gas;public/commercial;No;No;No;14/08/2006;UC0101349563AWS66169;1646,8;S
215000;2.96;19;11000;1488;57;3;;1.5;8;electric;electric;septic;No;No;No;15/08/2001;UC0101169583AWS91113;1561;S
124000;1;17;3500;1056;57;3;;1;8;electric;electric;septic;No;No;No;15/08/2003;UC0101363504AWS31760;569,5;S
125000;1;128;16200;864;57;3;;1;6;hot air;oil;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101858939AWS13156;2844;S
138000;1;19;17600;1552;57;3;1;2;4;electric;electric;septic;No;No;No;15/08/2001;UC0101776345AWS66203;4788;Mx
225000;0.52;11;18200;1816;57;3;1;1.5;6;hot air;gas;public/commercial;No;No;No;13/08/2009;UC010147454AWS54402;3336;Mx
180000;0.48;20;12500;1530;57;3;1;2;6;hot air;gas;septic;No;No;Yes;15/08/2000;UC0101720300AWS22162;2338,333333;S
189900;0.33;14;11900;1756;54;4;;2;8;hot air;gas;public/commercial;No;No;Yes;14/08/2006;UC0101138057AWS65802;1707;S
435000;1;25;25000;4211;57;5;2;3.5;12;hot water/steam;gas;septic;No;No;No;17/08/1995;UC0101176224AWS66525;2434,25;S
120000;2.6;10;20200;2206;57;3;1;2.5;7;hot air;oil;septic;No;No;No;13/08/2010;UC0101241579AWS11358;3200,857143;Mx
163000;0.15;64;36000;1092;36;2;;1;6;hot air;oil;public/commercial;Yes;No;No;26/08/1956;UC0101660545AWS7051;6182;M
131000;2.8;114;28300;1594;36;7;;1;10;hot water/steam;oil;septic;No;No;No;8/09/1906;UC0101561912AWS29108;2989,4;S
126500;0.08;15;2100;1480;54;3;1;2.5;8;hot air;gas;public/commercial;No;No;No;14/08/2005;UC0101129259AWS83384;447,5;S
122500;0.14;15;3200;1480;54;3;1;1.5;4;hot air;gas;public/commercial;No;No;Yes;14/08/2005;UC0101714864AWS20643;1170;S
425000;0.46;88;19700;3003;57;4;1;3.5;12;hot air;gas;septic;No;No;Yes;1/09/1932;UC0101231262AWS9534;1891,916667;S
225000;0.63;54;9500;2164;57;2;;1.5;7;hot water/steam;oil;septic;No;No;No;24/08/1966;UC0101192769AWS61790;1666,285714;S
209000;3.8;19;14400;1519;57;2;;1;3;hot water/steam;oil;septic;No;No;No;15/08/2001;UC0101232261AWS88545;5306,333333;Mx
189100;0.46;15;15700;1604;57;3;1;2.5;4;hot air;oil;septic;No;No;Yes;14/08/2005;UC0101621233AWS76024;4326;Mx
285000;0.98;25;15900;1400;57;3;1;2;5;electric;electric;septic;No;No;No;17/08/1995;UC0101535816AWS73285;3460;Mx
266600;1;12;20300;;57;4;;1;7;hot air;gas;septic;No;No;No;13/08/2008;UC0101425785AWS86419;3150,285714;Mx
80000;1;32;20300;880;57;2;;1.5;6;electric;electric;septic;No;No;No;18/08/1988;UC0101822344AWS45116;3530;Mx
225000;6.07;14;25700;1240;57;3;;2;5;hot air;oil;septic;No;No;No;14/08/2006;UC0101340008AWS40881;5388;Mx
159000;0.03;17;18800;1514;36;3;1;1.5;8;hot air;gas;septic;No;No;No;15/08/2003;UC0101767041AWS78414;2539,25;S
119900;0.18;2;15000;840;36;1;;1;6;hot air;gas;public/commercial;No;No;Yes;11/08/2018;UC0101144188AWS90794;2640;S
130900;0.11;1;15000;840;36;2;;1;3;hot air;gas;public/commercial;No;No;Yes;11/08/2019;UC0101335933AWS78471;5280;Mx
194670;0.28;124;7400;2592;36;4;;1.5;12;hot air;gas;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101568050AWS34976;832,6666667;S
72000;0.18;121;7300;1010;36;3;;1;7;hot air;gas;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101519392AWS62510;1187,142857;S
144700;0.16;2;15000;1380;36;3;;1.5;6;hot air;gas;public/commercial;No;No;No;11/08/2018;UC0101762940AWS72318;2730;S
139500;0.15;3;15000;1366;36;3;;1.5;8;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC010199439AWS11782;2045,75;S
319000;0.5;5;40200;1681;57;3;1;2.5;4;hot air;gas;public/commercial;Yes;No;Yes;12/08/2015;UC0101871243AWS97617;10470,25;Lx
348000;3.68;14;27200;2037;36;3;1;2;9;hot water/steam;oil;septic;No;No;No;14/08/2006;UC0101892658AWS45765;3248,555556;Mx
189900;0.98;16;11200;2570;36;3;;1.5;10;hot water/steam;oil;septic;No;No;No;14/08/2004;UC0101443275AWS51140;1377;S
20000;0.52;59;8000;936;20;2;;1;4;hot air;oil;septic;No;No;No;25/08/1961;UC010137760AWS64001;2234;S
60000;0.01;13;1200;960;41;2;;1.5;7;hot water/steam;gas;public/commercial;No;No;No;14/08/2007;UC0101833324AWS38953;308,5714286;S
179500;0.91;11;3200;1352;30;3;1;1.5;5;hot air;oil;septic;No;No;No;13/08/2009;UC0101185337AWS77110;910,4;S
133300;0.34;118;6200;1060;41;4;;1;8;hot water/steam;gas;public/commercial;No;No;No;9/09/1902;UC0101286658AWS42744;907,5;S
153000;2.06;6;40100;1508;30;3;;2;5;hot air;oil;septic;No;No;No;12/08/2014;UC0101790491AWS61946;8321,6;M
111900;0.35;54;19600;1272;60;4;1;1.5;9;hot air;oil;septic;No;No;No;24/08/1966;UC0101500605AWS99093;2319,111111;S
187000;0.47;18;18800;2389;27;6;;3;11;hot water/steam;oil;septic;No;No;No;15/08/2002;UC0101248877AWS60827;1926,272727;S
158500;0.7;17;28800;1210;60;2;1;1;4;hot air;gas;septic;No;No;No;15/08/2003;UC0101890525AWS76572;7502,5;M
153000;0.39;52;21800;1230;60;3;1;1;6;hot air;oil;septic;No;No;No;23/08/1968;UC010112338AWS86115;3838,333333;Mx
190000;0.52;47;28100;1832;60;4;1;2;8;hot air;oil;septic;No;No;No;22/08/1973;UC0101374183AWS91249;3741,5;Mx
242000;1.27;27;34200;1854;60;3;1;1.5;8;hot water/steam;oil;septic;No;No;No;17/08/1993;UC0101736689AWS12460;4506,75;Mx
234500;2;164;40000;2268;60;3;;2.5;10;hot air;oil;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101561991AWS12668;4226,8;Mx
225000;0.68;29;28700;1807;60;3;1;1.5;8;hot air;oil;septic;No;No;No;18/08/1991;UC0101393270AWS16178;3813,375;Mx
165000;0.38;48;21300;1272;60;4;1;1.5;5;hot air;gas;septic;No;No;No;22/08/1972;UC010156209AWS80940;4514,4;Mx
129900;0.28;12;4800;1560;47;3;1;1;8;hot air;gas;public/commercial;No;No;Yes;13/08/2008;UC0101555483AWS49859;795;S
315000;0.07;15;200;1863;47;3;1;3.5;7;hot air;gas;public/commercial;No;No;Yes;14/08/2005;UC0101604047AWS4161;294,7142857;S
129900;0.24;64;1400;1120;47;2;;1;3;hot air;oil;septic;Yes;No;No;26/08/1956;UC0101673673AWS7704;840;S
257000;0.26;15;700;1832;47;2;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;14/08/2005;UC0101344853AWS96779;316,5;S
324000;3.64;0;7400;2092;47;4;1;2.5;8;hot air;oil;public/commercial;No;No;Yes;10/08/2020;UC0101444835AWS20380;1186,5;S
520000;0.41;13;3100;2702;47;3;1;2.5;11;hot air;oil;public/commercial;No;No;No;14/08/2007;UC0101702671AWS6891;527,4545455;S
150414;0.46;32;5800;1040;47;3;1;1.5;5;hot water/steam;oil;public/commercial;No;No;No;18/08/1988;UC0101373811AWS52521;1368;S
290000;0.15;13;400;1758;47;2;1;2.5;6;hot air;gas;public/commercial;No;No;Yes;14/08/2007;UC010126111AWS76284;359,6666667;S
112000;0.16;116;6800;2326;27;3;;2;7;hot air;oil;public/commercial;No;No;No;8/09/1904;UC0101532293AWS66750;1303,714286;S
185000;1;13;13700;2340;27;3;;1.5;8;electric;electric;septic;No;No;No;14/08/2007;UC0101379218AWS34825;2005;S
295000;2.61;1;15700;2058;27;3;1;2.5;9;hot water/steam;oil;septic;No;No;No;11/08/2019;UC010123199AWS22411;1973,111111;S
290000;1;33;21700;944;27;1;1;1;4;hot air;oil;septic;Yes;No;No;19/08/1987;UC0101969865AWS41237;5661;Mx
79900;0.19;44;9100;640;20;2;;1;6;electric;electric;septic;No;No;No;21/08/1976;UC0101548568AWS41962;1623,333333;S
256000;0.83;6;14700;2353;60;4;1;2.5;8;hot air;gas;septic;No;No;Yes;12/08/2014;UC010162495AWS18366;2131,625;S
245000;1;7;17800;2038;54;4;1;2.5;7;hot water/steam;gas;septic;No;No;No;12/08/2013;UC0101239405AWS22050;2834;S
140000;0.42;32;18500;1469;60;4;;1.5;9;hot air;gas;septic;No;No;Yes;18/08/1988;UC0101569696AWS2215;2218,777778;S
272000;0.87;10;41100;2219;63;3;1;2;10;hot air;gas;public/commercial;No;No;No;13/08/2010;UC0101948111AWS86015;4331,9;Mx
164000;0.68;16;19900;1774;54;4;;2;7;hot air;gas;public/commercial;No;No;No;14/08/2004;UC0101163557AWS93966;3096,285714;Mx
182500;0.38;51;14600;1296;60;4;1;2;9;hot air;oil;septic;No;No;Yes;23/08/1969;UC0101224963AWS63447;1766,222222;S
219900;1.1;124;20100;2289;60;4;1;1.5;9;hot water/steam;oil;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101458197AWS45712;2487,666667;S
325000;0.8;134000;18100;2463;60;5;2;2.5;12;hot air;gas;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101674934AWS73994;1713,583333;S
352000;0.95;2;49200;3126;54;4;;2.5;12;hot air;oil;septic;No;No;Yes;11/08/2018;UC0101198578AWS69837;4360,5;Mx
315000;4.1;15;26600;2550;54;3;;2.5;7;hot water/steam;oil;septic;No;No;No;14/08/2005;UC0101524319AWS12626;4164,285714;Mx
154000;0.34;49;13100;1182;60;2;;1;6;hot air;oil;septic;No;No;Yes;23/08/1971;UC0101563808AWS50705;2380,333333;S
199000;0.09;48;15800;1890;60;4;1;2;7;hot air;oil;septic;No;No;Yes;22/08/1972;UC0101402136AWS65087;2527,142857;S
202000;1;12;500;1944;36;3;1;2.5;7;hot air;oil;none;No;No;No;13/08/2008;UC0101409548AWS59474;349,1428571;S
292000;0.57;6;15000;2815;57;4;1;2.5;10;hot air;gas;public/commercial;No;No;No;12/08/2014;UC0101714903AWS86488;1781,5;S
116600;1;11;34900;1040;57;3;1;2;7;electric;electric;septic;No;No;No;13/08/2009;UC0101823760AWS77452;5134,285714;Mx
155000;0.48;25;14400;1638;57;4;;2;5;hot air;oil;septic;No;No;No;17/08/1995;UC0101975843AWS8452;3207,6;Mx
215000;0.14;13;21100;2206;57;4;1;2.5;9;hot air;gas;septic;No;No;No;14/08/2007;UC0101600324AWS79023;2589,555556;S
373490;0.19;0;74800;3170;57;4;1;3.5;12;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101360551AWS1377;6497,5;M
259142;0.5;0;74800;2328;57;4;1;2.5;10;hot air;gas;public/commercial;No;Yes;Yes;10/08/2020;UC0101398055AWS40705;7712,8;M
293565;0.35;0;74800;2737;57;4;1;3;8;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101179904AWS41170;9692,125;Lx
285558;0.21;0;32000;2879;54;4;;3;8;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101719693AWS32924;4359,875;Mx
273960;3.47;1;20300;2158;54;3;1;2;10;hot air;gas;septic;No;Yes;Yes;11/08/2019;UC0101818915AWS73353;2245,8;S
185000;0.55;11;19300;1336;57;3;1;2;7;hot air;gas;public/commercial;No;No;Yes;13/08/2009;UC0101785210AWS86232;2948;S
190000;0.53;4;4200;1594;54;3;;2.5;6;hot air;gas;public/commercial;No;No;No;11/08/2016;UC010126296AWS48016;965,6666667;S
171000;0.54;11;18900;1603;57;3;;1.5;4;hot air;gas;public/commercial;No;No;Yes;13/08/2009;UC0101109810AWS12057;5125,75;Mx
208000;0.54;11;18900;2190;57;4;;2.5;11;hot air;gas;public/commercial;No;No;Yes;13/08/2009;UC0101441603AWS94837;1917,272727;S
168000;0.32;10;10700;1478;54;3;1;2.5;5;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC0101108850AWS74081;2435,6;S
165000;0.25;10;8400;1348;54;2;;2;7;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC010130846AWS9600;1392,571429;S
138500;0.32;36;8000;1558;54;3;1;1;6;hot air;gas;septic;No;No;Yes;19/08/1984;UC0101678641AWS37299;1593;S
179900;0.5;13;18300;1574;54;3;1;1.5;7;hot air;gas;public/commercial;No;No;No;14/08/2007;UC0101455621AWS28302;2839,142857;S
180000;0.04;13;16500;1612;54;4;;2;7;hot air;gas;public/commercial;No;No;Yes;14/08/2007;UC010147981AWS73753;2587,428571;S
112000;0.21;129;7300;1216;54;3;;1;7;hot water/steam;gas;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101816844AWS40112;1216,571429;S
152000;0.17;124;6000;2256;54;4;;1.5;8;hot air;gas;public/commercial;No;No;Yes;###############################################################################################################################################################################################################################################################;UC0101834537AWS7200;1032;S
100000;0.51;28;15000;1170;54;3;1;1.5;4;hot air;oil;septic;No;No;No;17/08/1992;UC0101471281AWS94489;4042,5;Mx
154000;0.17;29;4600;1456;57;3;;2;6;hot air;oil;public/commercial;No;No;No;18/08/1991;UC010183699AWS91606;1009,333333;S
133000;0.11;29;3900;1320;57;3;;3;5;electric;electric;public/commercial;No;No;No;18/08/1991;UC010142987AWS28478;1044;S
285000;0.14;14;20700;2076;57;4;1;2.5;10;hot air;gas;septic;No;No;Yes;14/08/2006;UC0101811894AWS43570;2277,6;S
138000;1;22;16800;1326;57;3;;2;5;electric;electric;septic;No;No;No;16/08/1998;UC0101468654AWS72846;3625,2;Mx
303000;0.18;20;20900;2240;57;4;1;2.5;10;electric;electric;septic;No;No;No;15/08/2000;UC0101748078AWS26498;2314;S
250000;1.29;19;21600;2100;57;4;1;3;7;hot air;gas;septic;No;No;Yes;15/08/2001;UC0101217779AWS24404;3385,714286;Mx
167500;1;27;8300;1129;38;2;;1;7;hot air;oil;septic;No;No;No;17/08/1993;UC0101324189AWS46710;1347;S
190000;0.6;19;16000;2296;57;4;1;2.5;7;hot air;gas;septic;No;No;Yes;15/08/2001;UC0101731941AWS60944;2613,714286;S
182500;0.46;20;13800;1475;57;3;1;2;8;hot air;gas;septic;No;No;No;15/08/2000;UC0101743063AWS68267;1909,375;S
107000;1.03;20;20100;1268;57;3;1;1;6;hot air;gas;septic;No;No;No;15/08/2000;UC0101955000AWS18862;3561,333333;Mx
195000;0.47;15;14100;1816;57;3;1;2;7;hot air;gas;septic;No;No;No;14/08/2005;UC0101284472AWS28740;2273,714286;S
169000;0.5;30;15000;1632;57;4;1;2.5;8;hot water/steam;gas;septic;No;No;No;18/08/1990;UC0101424117AWS9557;2079;S
156000;0.26;11;8700;1254;54;2;;1.5;5;hot air;gas;public/commercial;No;No;No;13/08/2009;UC0101731690AWS70572;1990,8;S
120000;0.49;30;64400;1272;57;3;;1;4;hot air;gas;public/commercial;No;No;No;18/08/1990;UC010154343AWS25926;16418;L
170000;0.28;29;80800;1604;57;4;;1.5;6;hot air;gas;public/commercial;No;No;Yes;18/08/1991;UC0101477013AWS98964;13734;Lx
249835;0.52;0;77000;2474;57;4;1;2.5;11;hot air;gas;public/commercial;No;No;Yes;10/08/2020;UC0101376954AWS93800;7224,909091;M
188095;0.15;0;36000;2057;57;3;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;10/08/2020;UC0101720977AWS16664;4228,555556;Mx
176450;0.05;6;32000;1852;57;3;;2.5;8;electric;electric;public/commercial;No;No;Yes;12/08/2014;UC0101234016AWS50119;4231,5;Mx
322277;0.09;1;51400;2242;57;3;;3;8;hot air;gas;public/commercial;No;No;Yes;11/08/2019;UC0101457938AWS22965;6705,25;M
149000;0.49;32;64400;1564;57;4;1;1.5;9;hot air;gas;public/commercial;No;No;No;18/08/1988;UC0101650908AWS2980;7329,333333;M
95000;0.19;24;39200;960;57;3;;1;6;electric;electric;septic;No;No;No;16/08/1996;UC0101320848AWS95649;6693,333333;M
198500;0.1;63;85000;1680;57;2;;2.5;7;hot air;gas;public/commercial;No;No;Yes;26/08/1957;UC0101439560AWS76507;12382,85714;Lx
185000;0.03;3;27000;1428;57;2;1;2.5;6;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC0101477823AWS90777;4738;Mx
168900;0.16;0;36800;1672;57;3;;2.5;7;hot air;gas;public/commercial;No;No;Yes;10/08/2020;UC010198158AWS39698;5496;Mx
220000;0.28;29;80800;2284;57;3;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;18/08/1991;UC0101133264AWS23219;13847,33333;Lx
129900;0.32;31;54200;1286;57;3;1;1;4;hot air;gas;public/commercial;No;No;Yes;18/08/1989;UC0101428397AWS10398;13871,5;Lx
167000;0.23;53;73000;1250;57;3;;1;4;hot water/steam;gas;public/commercial;No;No;No;24/08/1967;UC0101254426AWS38609;18562,5;L
330000;0.12;113;51300;1896;57;4;;1.5;8;hot water/steam;oil;public/commercial;No;No;No;8/09/1907;UC0101806289AWS82599;6649,5;M
336000;0.15;1;61000;2592;57;3;;3;10;hot air;gas;public/commercial;No;No;Yes;11/08/2019;UC0101322154AWS74003;6359,2;M
512971;0.01;0;12500;1904;57;2;1;2;8;hot air;gas;public/commercial;No;No;Yes;10/08/2020;UC0101885759AWS28079;1800,5;S
229000;0.29;3;46400;1680;57;3;;2;6;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC0101453224AWS52847;8013,333333;M
145000;0.16;38;54900;1152;57;2;1;1;7;hot air;gas;public/commercial;No;No;No;20/08/1982;UC0101876638AWS85672;8007,428571;M
103000;0.07;16;46600;1290;57;3;1;1.5;5;electric;electric;public/commercial;No;No;Yes;14/08/2004;UC0101594524AWS65849;9578;Lx
210000;0.17;93;55800;2396;57;4;1;1.5;11;hot air;gas;public/commercial;No;No;No;3/09/1927;UC0101216698AWS28044;5290,545455;Mx
559000;0.24;55;255000;3090;57;4;2;4;12;hot water/steam;gas;public/commercial;No;No;Yes;24/08/1965;UC010110154AWS51745;21507,5;L
218000;0.21;142;107000;1428;57;3;;1;8;hot water/steam;oil;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101170416AWS30564;13553,5;Lx
262138;0.15;0;114000;1631;57;3;1;2.5;4;hot air;gas;public/commercial;No;No;Yes;10/08/2020;UC0101850720AWS9182;28907,75;L
125000;0.24;33;49100;1368;57;3;;1;7;hot air;gas;public/commercial;No;No;No;19/08/1987;UC0101965350AWS5429;7209,714286;M
130000;0.16;36;54900;1134;57;3;;1;4;hot air;gas;public/commercial;No;No;No;19/08/1984;UC010186381AWS35973;14008,5;L
157500;0.3;27;84600;1697;57;3;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;17/08/1993;UC0101442232AWS96157;14382,83333;L
193000;0.3;6;47000;1666;57;3;1;2.5;4;hot air;gas;public/commercial;No;No;Yes;12/08/2014;UC0101908728AWS41947;12166,5;Lx
275000;0.12;78;89000;1738;57;4;1;2.5;6;hot water/steam;oil;public/commercial;No;No;Yes;30/08/1942;UC0101107067AWS17255;15123;L
