Suburbio;Direccion;Piezas;tipo;Precio;Metodo;Vendedor;Fecha;Distancia;Codigo postal;habitaciones;Banos;Carros;AreaCons;AreaNoConstruida;AreaComun;Latitud;Longitud;Region;Propietario
Balwyn;9/7 Kireep Rd;3;t;788000;S;Fletchers;10/12/2016;83;3103;;;1;150;86;;;;Southern Metropolitan;5682
Balwyn;18 Metung St;5;h;3600000;SP;Marshall;10/12/2016;39;3103;5;3;4;393;88;Boroondara;-378063;1450705;Southern Metropolitan;5682
Balwyn;25 Percy St;5;h;2550000;S;Marshall;10/12/2016;35;3103;5;3;3;345;106;Boroondara;-378096;1450735;Southern Metropolitan;5682
Balwyn;2/111 Strabane Av;3;h;1050000;SP;Marshall;10/12/2016;74;3103;;;2;249;99;;;;Southern Metropolitan;5682
Balwyn;11 Monash Av;5;h;3350000;PI;hockingstuart;11/03/2017;35;3103;;;5;400;112;;;;Southern Metropolitan;5682
Balwyn;2/8 Evelina St;4;t;1400000;PI;Noel;12/11/2016;61;3103;4;3;2;227;98;Boroondara;-378042;1451042;Southern Metropolitan;5682
Balwyn;7/7 Kireep Rd;3;u;662500;S;Jellis;12/11/2016;90;3103;;;1;211;111;;;;Southern Metropolitan;5682
Balwyn;5 Millah Rd;4;h;3270000;S;Fletchers;12/11/2016;9;3103;4;2;4;618;279;Boroondara;-378157;1450795;Southern Metropolitan;5682
Balwyn;3/4 Pretoria St;3;u;1280000;S;Noel;12/11/2016;66;3103;;;1;225;112;;;;Southern Metropolitan;5682
Balwyn;6/10 Brenbeal St;2;u;625000;PI;Jellis;13/08/2016;90;3103;2;1;1;157;78;Boroondara;-378122;1450879;Southern Metropolitan;5682
Balwyn;4/4 Raynes St;2;t;700000;VB;Noel;13/08/2016;80;3103;2;1;2;164;103;Boroondara;-378061;1450878;Southern Metropolitan;5682
Balwyn;3/5 Dunure Ct;4;t;1920000;PI;Ray;14/05/2016;61;3103;;;1;242;90;;;;Southern Metropolitan;5682
Balwyn;1 Weston St;3;h;1860000;S;Marshall;14/05/2016;86;3103;3;1;3;303;112;Boroondara;-378117;1450775;Southern Metropolitan;5682
Balwyn;38 Frederick St;4;h;2730000;S;RT;15/10/2016;25;3103;4;3;3;396;119;Boroondara;-378068;1450786;Southern Metropolitan;5682
Balwyn;18 Linckens Cr;4;h;2410000;S;Jellis;15/10/2016;32;3103;;;3;268;81;;;;Southern Metropolitan;5682
Balwyn;7 May St;4;h;2530000;S;Marshall;15/10/2016;67;3103;;;1;269;87;;;;Southern Metropolitan;5682
Balwyn;7 Power St;5;h;2020000;S;Marshall;16/04/2016;51;3103;5;2;2;199;64;Boroondara;-378116;1450789;Southern Metropolitan;5682
Balwyn;6/29 Weir St;2;u;460000;VB;Jellis;16/04/2016;87;3103;2;1;1;151;87;Boroondara;-378152;1450839;Southern Metropolitan;5682
Balwyn;150 Balwyn Rd;4;h;2250000;SA;Jellis;16/07/2016;78;3103;3;1;2;408;127;Boroondara;-378068;1450827;Southern Metropolitan;5682
Balwyn;3/94 Balwyn Rd;2;u;1053000;S;Fletchers;16/07/2016;85;3103;2;1;1;244;100;Boroondara;-378123;1450821;Southern Metropolitan;5682
Balwyn;1/7 Boston Rd;3;h;1800000;VB;Marshall;16/07/2016;49;3103;3;2;2;310;74;Boroondara;-378161;1450772;Southern Metropolitan;5682
Balwyn;1/32 Yerrin St;3;t;1472000;S;Noel;16/07/2016;88;3103;3;2;1;275;87;Boroondara;-378106;1450848;Southern Metropolitan;5682
Balwyn;53 Metung St;3;h;2120000;S;Jellis;17/09/2016;84;3103;3;1;3;391;141;Boroondara;-378036;1450715;Southern Metropolitan;5682
Balwyn;35a Stroud St;4;h;1800000;VB;Fletchers;17/09/2016;74;3103;;;1;358;133;;;;Southern Metropolitan;5682
Balwyn;87 Yerrin St;3;h;1910000;S;Jellis;17/09/2016;79;3103;3;1;2;231;84;Boroondara;-378044;1450853;Southern Metropolitan;5682
Balwyn;5/95 Balwyn Rd;2;u;754000;PI;Marshall;18/03/2017;86;3103;2;1;1;153;56;Boroondara;-378134;145081;Southern Metropolitan;5682
Balwyn;20 Henley St;3;h;1605000;SP;Marshall;18/03/2017;65;3103;;;1;196;100;;-37807;1450766;Southern Metropolitan;5682
Balwyn;2 Birtles Ct;5;h;3000000;VB;Jellis;18/06/2016;11;3103;5;5;3;366;100;Boroondara;-378025;1450665;Southern Metropolitan;5682
Balwyn;49 Metung St;5;h;3400000;VB;Jellis;18/06/2016;57;3103;5;6;3;520;136;Boroondara;-378039;1450714;Southern Metropolitan;5682
Balwyn;110 Strabane Av;3;h;1490000;S;Fletchers;18/06/2016;70;3103;;;2;283;178;;;;Southern Metropolitan;5682
Balwyn;1/48 Talbot Av;3;u;905000;S;Jellis;18/06/2016;82;3103;;;1;211;91;;;;Southern Metropolitan;5682
Balwyn;29 Bevan St;4;h;2188000;S;Marshall;19/11/2016;38;3103;4;2;2;398;152;Boroondara;-378149;1450747;Southern Metropolitan;5682
Balwyn;2/30 Kalimna St;2;u;755000;PI;Noel;19/11/2016;77;3103;2;1;1;188;117;Boroondara;-378092;1450789;Southern Metropolitan;5682
Balwyn;1 Knutsford St;4;h;2900000;VB;Marshall;22/05/2016;41;3103;4;3;1;454;103;Boroondara;-37815;145076;Southern Metropolitan;5682
Balwyn;34 Monash Av;4;h;1947000;SP;Morrison;22/05/2016;65;3103;;;2;247;82;;;;Southern Metropolitan;5682
Balwyn;262 Union Rd;4;h;3290000;S;Jellis;22/05/2016;39;3103;4;3;2;528;122;Boroondara;-378135;1450995;Southern Metropolitan;5682
Balwyn;25 Kalimna St;5;h;2665000;S;Jellis;22/08/2016;57;3103;4;3;2;396;107;Boroondara;-378095;1450782;Southern Metropolitan;5682
Balwyn;7 Naroo St;4;h;1801000;S;Noel;22/08/2016;54;3103;4;2;3;289;76;Boroondara;-378027;1450694;Southern Metropolitan;5682
Balwyn;6/11 Yarrbat Av;3;t;1100000;VB;Jellis;22/08/2016;74;3103;;;2;203;109;;;;Southern Metropolitan;5682
Balwyn;27 Metung St;4;h;2410000;S;Fletchers;24/09/2016;62;3103;4;2;2;401;125;Boroondara;-378056;145071;Southern Metropolitan;5682
Balwyn;4/35 Weir St;2;u;650000;S;Jellis;24/09/2016;90;3103;2;1;1;140;76;Boroondara;-378147;145084;Southern Metropolitan;5682
Balwyn;14 Kinsale Cr;4;h;1820000;SP;Marshall;25/02/2017;59;3103;;;2;300;99;;;;Southern Metropolitan;5682
Balwyn;34 Nott St;4;h;2275000;VB;Jellis;25/02/2017;78;3103;4;2;3;496;334;Boroondara;-378054;1450771;Southern Metropolitan;5682
Balwyn;275 Union Rd;5;h;2810000;PI;Jellis;25/02/2017;72;3103;5;3;1;445;136;Boroondara;-378131;1451;Southern Metropolitan;5682
Balwyn;3/14 Weir St;3;t;1385000;S;Jellis;25/02/2017;75;3103;3;2;1;211;68;Boroondara;-378164;1450846;Southern Metropolitan;5682
Balwyn;1 Prowse Av;6;h;4600000;SP;Philip;26/07/2016;62;3103;;;3;553;117;;;;Southern Metropolitan;5682
Balwyn;26 Wills St;4;h;2000000;PI;hockingstuart;27/06/2016;76;3103;3;1;2;291;124;Boroondara;-378039;1450631;Southern Metropolitan;5682
Balwyn;165 Balwyn Rd;4;h;1900000;S;Mandy;27/11/2016;67;3103;4;2;3;328;86;Boroondara;-378057;1450825;Southern Metropolitan;5682
Balwyn;17 Knutsford St;3;h;3401000;S;Jellis;27/11/2016;45;3103;3;2;2;564;139;Boroondara;-378161;1450748;Southern Metropolitan;5682
Balwyn;47 Naroo St;3;h;1750000;VB;Jellis;27/11/2016;51;3103;3;2;1;279;169;Boroondara;-378056;1450688;Southern Metropolitan;5682
Balwyn;8 Raynes St;5;h;4000000;VB;RT;27/11/2016;-14;3103;5;4;4;390;100;Boroondara;-378058;1450882;Southern Metropolitan;5682
Balwyn;38 Relowe Cr;4;h;2250000;PI;Marshall;27/11/2016;70;3103;;;3;272;127;;;;Southern Metropolitan;5682
Balwyn;6 Abercrombie St;3;h;1810000;S;Fletchers;28/05/2016;81;3103;;;3;321;126;;;;Southern Metropolitan;5682
Balwyn;1/74 Balwyn Rd;3;t;1100000;S;hockingstuart;28/05/2016;82;3103;3;2;1;193;106;Boroondara;-378161;1450809;Southern Metropolitan;5682
Balwyn;112 Belmore Rd;5;h;3020000;PI;Jellis;28/05/2016;18;3103;5;3;4;380;117;Boroondara;-378028;1450768;Southern Metropolitan;5682
Balwyn;2 Pembroke Rd;3;h;2950000;S;Jellis;28/05/2016;18;3103;4;2;2;316;94;Boroondara;-378167;1450797;Southern Metropolitan;5682
Balwyn;12 Wills St;5;h;2450000;S;Marshall;28/05/2016;59;3103;4;2;2;346;122;Boroondara;-378058;1450627;Southern Metropolitan;5682
Balwyn;23 Wills St;3;h;1912000;S;Fletchers;28/05/2016;62;3103;2;1;2;263;124;Boroondara;-378037;1450636;Southern Metropolitan;5682
Balwyn;3/12 Brenbeal St;2;u;730000;S;hockingstuart;28/08/2016;92;3103;2;1;1;182;74;Boroondara;-37812;1450876;Southern Metropolitan;5682
Balwyn;51 Elliott Av;4;h;1530000;S;hockingstuart;28/08/2016;86;3103;;;2;207;78;;;;Southern Metropolitan;5682
Balwyn;29 Sevenoaks St;5;h;3900000;PI;Jellis;28/08/2016;16;3103;5;7;3;394;135;Boroondara;-378049;1450748;Southern Metropolitan;5682
Balwyn;321a Union Rd;3;h;1500000;SP;Noel;28/08/2016;65;3103;3;2;2;176;74;Boroondara;-378075;1451011;Southern Metropolitan;5682
Balwyn;46 Yongala St;3;h;1850000;S;Fletchers;28/08/2016;60;3103;3;1;2;288;108;Boroondara;-378058;1450781;Southern Metropolitan;5682
Balwyn;33 Power St;4;h;1700000;VB;Marshall;30/07/2016;68;3103;3;1;2;270;91;Boroondara;-378099;1450792;Southern Metropolitan;5682
Balwyn;5 Shrimpton Ct;2;h;1010000;PI;Marshall;30/07/2016;74;3103;2;0;1;327;199;Boroondara;-378092;1451016;Southern Metropolitan;5682
Balwyn North;3/41 Clifton St;3;t;1315000;S;hockingstuart;3/09/2016;87;3104;3;2;1;213;88;Boroondara;-377966;1451021;Southern Metropolitan;7809
Balwyn North;153 Doncaster Rd;3;h;1500000;PI;Jellis;3/09/2016;84;3104;3;2;2;219;96;Boroondara;-377939;1450789;Southern Metropolitan;7809
Balwyn North;19 Jacka St;4;h;3230000;S;Jellis;3/09/2016;8;3104;4;4;5;476;116;Boroondara;-378014;1450892;Southern Metropolitan;7809
Balwyn North;32 Jaserfold St;2;h;1080000;S;Jellis;3/09/2016;80;3104;2;1;2;201;108;Boroondara;-377912;145085;Southern Metropolitan;7809
Balwyn North;2/5 Marwal Av;4;u;1450000;S;hockingstuart;3/09/2016;60;3104;;;1;231;94;;;;Southern Metropolitan;7809
Balwyn North;32 Maylands Av;2;h;1305000;S;Fletchers;3/09/2016;77;3104;;;1;248;107;;;;Southern Metropolitan;7809
Balwyn North;30 Abbott St;7;h;1350000;PI;Barry;3/12/2016;81;3104;7;2;1;265;106;Boroondara;-377923;1451029;Southern Metropolitan;7809
Balwyn North;25 Bolinda Rd;4;h;1905000;S;Noel;3/12/2016;83;3104;4;2;1;232;75;Boroondara;-377917;1450868;Southern Metropolitan;7809
Balwyn North;3 Dumblane St;5;h;3300000;PI;hockingstuart;3/12/2016;60;3104;5;4;1;402;164;Boroondara;-377907;1450907;Southern Metropolitan;7809
Balwyn North;30 Hood St;4;h;1900000;VB;Fletchers;3/12/2016;73;3104;4;2;2;276;104;Boroondara;-377988;1450726;Southern Metropolitan;7809
Balwyn North;36 Kenny St;3;h;2251000;S;Marshall;3/12/2016;61;3104;3;1;2;402;246;Boroondara;-378002;1450949;Southern Metropolitan;7809
Balwyn North;45 Riverside Av;3;h;2160000;S;Jellis;3/12/2016;59;3104;;;2;253;73;;;;Southern Metropolitan;7809
Balwyn North;13 Riverview Rd;4;h;2205000;PI;RW;3/12/2016;70;3104;4;2;3;319;115;Boroondara;-377906;1450788;Southern Metropolitan;7809
Balwyn North;43 Sweyn St;3;h;1265000;S;hockingstuart;3/12/2016;64;3104;3;2;2;339;177;Boroondara;-377947;1451035;Southern Metropolitan;7809
Balwyn North;3 Highbury St;3;h;2000000;S;R&H;4/03/2017;51;3104;3;1;1;243;113;Boroondara;-377938;1450732;Southern Metropolitan;7809
Balwyn North;14 Kawarren St;4;h;1750000;S;Kay;4/03/2017;77;3104;4;2;3;237;61;Boroondara;-377856;1450918;Southern Metropolitan;7809
Balwyn North;88 Longview Rd;3;h;1450000;VB;Jellis;4/03/2017;66;3104;3;1;2;284;101;Boroondara;-377862;1450781;Southern Metropolitan;7809
Balwyn North;113 Maud St;4;h;2614000;S;Fletchers;4/03/2017;59;3104;4;2;3;403;135;Boroondara;-377959;1450787;Southern Metropolitan;7809
Balwyn North;6 Stuart Ct;4;h;1825000;S;Fletchers;4/03/2017;46;3104;4;2;2;262;100;Boroondara;-377944;1451028;Southern Metropolitan;7809
Balwyn North;61 Sutton St;4;h;2550000;S;Fletchers;4/03/2017;46;3104;4;1;4;253;93;Boroondara;-377954;1450838;Southern Metropolitan;7809
Balwyn North;38 Nevada St;4;h;1570000;SP;Jellis;4/06/2016;55;3104;4;2;1;268;135;Boroondara;-377863;1450905;Southern Metropolitan;7809
Balwyn North;325 Belmore Rd;5;h;3250000;PI;Jellis;6/08/2016;50;3104;3;4;3;344;82;Boroondara;-37804;1450951;Southern Metropolitan;7809
Balwyn North;45 Cityview Rd;4;h;1750000;PI;Ray;6/08/2016;59;3104;4;3;1;270;146;Boroondara;-377898;145079;Southern Metropolitan;7809
Balwyn North;15 Ellendale St;3;t;1150000;S;Christopher;6/08/2016;83;3104;3;2;1;250;120;Boroondara;-377893;145092;Southern Metropolitan;7809
Balwyn North;85 Tannock St;3;h;1575000;PI;Noel;6/08/2016;60;3104;3;2;1;282;103;Boroondara;-377851;1450957;Southern Metropolitan;7809
Balwyn North;6 Abassia St;6;h;1505000;S;hockingstuart;7/05/2016;65;3104;4;2;1;244;106;Boroondara;-378021;1450985;Southern Metropolitan;7809
Balwyn North;1/9 Citron Av;3;h;920000;PI;Fletchers;7/05/2016;75;3104;;;2;210;124;;;;Southern Metropolitan;7809
Balwyn North;30 Clifton St;4;h;1572000;S;hockingstuart;7/05/2016;61;3104;4;2;2;209;88;Boroondara;-37798;1451007;Southern Metropolitan;7809
Balwyn North;10 Seattle St;4;h;1500000;VB;Jellis;7/05/2016;60;3104;3;2;1;204;84;Boroondara;-37784;1450878;Southern Metropolitan;7809
Balwyn North;3/54 Severn St;4;t;1400000;S;Jellis;7/05/2016;64;3104;4;2;2;390;235;Boroondara;-377982;1450688;Southern Metropolitan;7809
Balwyn North;108 Bulleen Rd;5;h;1750000;VB;Jellis;7/11/2016;58;3104;5;3;3;260;93;Boroondara;-377851;1450775;Southern Metropolitan;7809
Balwyn North;5 Carrington St;4;h;1850000;VB;Jellis;7/11/2016;66;3104;4;2;2;265;90;Boroondara;-378025;1450843;Southern Metropolitan;7809
Balwyn North;40 Winfield Rd;3;h;1480000;PI;Marshall;7/11/2016;72;3104;3;1;2;222;88;Boroondara;-377977;1451037;Southern Metropolitan;7809
Balwyn North;7 Clifton St;4;h;1400000;PI;hockingstuart;8/10/2016;63;3104;4;2;2;259;79;Boroondara;-378007;1451002;Southern Metropolitan;7809
Balwyn North;3 Clive Ct;4;h;2130000;PI;RW;8/10/2016;42;3104;4;3;3;343;112;Boroondara;-377822;1450907;Southern Metropolitan;7809
Balwyn North;2/34 Doncaster Rd;3;u;1050000;S;Fletchers;8/10/2016;68;3104;3;2;1;213;80;Boroondara;-377933;1450672;Southern Metropolitan;7809
Balwyn North;7 Page St;5;h;3690000;S;RW;8/10/2016;64;3104;4;4;1;420;149;Boroondara;-37802;1450797;Southern Metropolitan;7809
Balwyn North;1/39 Trentwood Av;2;u;709000;S;Jellis;8/10/2016;88;3104;;;1;203;116;;;;Southern Metropolitan;7809
Balwyn North;8 Cash St;4;h;1740000;VB;Jellis;10/09/2016;66;3104;4;2;1;256;85;Boroondara;-377843;1450891;Southern Metropolitan;7809
Balwyn North;7 Grieve St;4;h;2575000;PI;Jellis;10/09/2016;60;3104;4;3;3;402;142;Boroondara;-377981;1450904;Southern Metropolitan;7809
Balwyn North;39 Kawarren St;4;h;1388800;S;Jellis;10/09/2016;65;3104;3;2;1;296;128;Boroondara;-37783;1450926;Southern Metropolitan;7809
Balwyn North;185 Doncaster Rd;4;h;1702000;PI;Jellis;10/12/2016;61;3104;4;2;3;226;90;Boroondara;-377943;145083;Southern Metropolitan;7809
Balwyn North;41 Helston St;4;h;1800000;VB;Fletchers/One;10/12/2016;75;3104;4;2;2;279;104;Boroondara;-377841;1450953;Southern Metropolitan;7809
Balwyn North;17 Maylands Av;4;h;3300000;VB;Jellis;10/12/2016;65;3104;;;3;443;129;;;;Southern Metropolitan;7809
Balwyn North;15 Moody St;4;h;2910000;S;Marshall;10/12/2016;16;3104;4;3;4;481;159;Boroondara;-377975;1450716;Southern Metropolitan;7809
Balwyn North;53 Sweyn St;2;h;1400000;S;Noel;10/12/2016;61;3104;2;1;2;194;82;Boroondara;-377941;1451042;Southern Metropolitan;7809
Balwyn North;2/11 Winfield Rd;2;t;860000;S;hockingstuart;10/12/2016;78;3104;2;2;1;155;91;Boroondara;-378008;145104;Southern Metropolitan;7809
Balwyn North;13 Lucifer St;4;h;1670000;SP;Marshall;11/03/2017;51;3104;4;3;2;242;75;Boroondara;-377871;1450843;Southern Metropolitan;7809
Balwyn North;141 Greythorn Rd;5;h;1500000;S;hockingstuart;12/06/2016;54;3104;3;1;2;286;100;Boroondara;-378023;1450976;Southern Metropolitan;7809
Balwyn North;23a The Boulevard;5;h;2200000;VB;Noel;12/06/2016;80;3104;5;3;1;286;102;Boroondara;-377868;1450677;Southern Metropolitan;7809
Balwyn North;16b Alpha St;3;u;1150000;S;Lindellas;12/11/2016;81;3104;;;1;214;80;;;;Southern Metropolitan;7809
Balwyn North;62 Clifton St;4;h;1350000;VB;Jellis;12/11/2016;80;3104;4;2;2;245;109;Boroondara;-37794;1451019;Southern Metropolitan;7809
Balwyn North;5 Lemon Rd;5;h;2070000;SP;Jellis;12/11/2016;80;3104;5;2;1;265;106;Boroondara;-377928;1451006;Southern Metropolitan;7809
Balwyn North;21 Maud St;3;h;1300000;S;Marshall;12/11/2016;90;3104;3;1;2;193;99;Boroondara;-377945;1450667;Southern Metropolitan;7809
Balwyn North;53 Trentwood Av;5;h;2190000;S;Marshall;12/11/2016;73;3104;;;1;376;148;;;;Southern Metropolitan;7809
Balwyn North;1 Bolinda Rd;3;h;1700000;VB;Fletchers;13/08/2016;74;3104;3;2;2;225;110;Boroondara;-377935;1450865;Southern Metropolitan;7809
Balwyn North;35 Corhampton Rd;3;h;1750000;VB;Noel;13/08/2016;75;3104;2;1;2;230;73;Boroondara;-377971;1450672;Southern Metropolitan;7809
Balwyn North;151 Bulleen Rd;3;h;980000;SP;Fletchers;14/05/2016;72;3104;3;1;2;173;83;Boroondara;-377832;1450779;Southern Metropolitan;7809
Balwyn North;56a Clifton St;3;h;1230000;S;Noel;14/05/2016;81;3104;3;3;1;323;173;Boroondara;-377949;1451014;Southern Metropolitan;7809
Balwyn North;2 Tudor Ct;7;h;2600000;PI;Barry;14/05/2016;45;3104;5;3;4;301;127;Boroondara;-377898;1450967;Southern Metropolitan;7809
Balwyn North;28 Walnut Rd;4;h;1950000;S;Fletchers;14/05/2016;69;3104;3;3;2;258;106;Boroondara;-377889;1450904;Southern Metropolitan;7809
Balwyn North;14 Dumblane St;5;h;1750000;PI;RW;15/10/2016;81;3104;5;2;1;343;104;Boroondara;-377907;1450916;Southern Metropolitan;7809
Balwyn North;13 Glenthorn Av;3;h;1636000;S;Jellis;15/10/2016;52;3104;;;2;278;102;;;;Southern Metropolitan;7809
Balwyn North;64 Greythorn Rd;5;h;2000000;S;Fletchers;15/10/2016;56;3104;5;2;1;296;84;Boroondara;-37796;1450984;Southern Metropolitan;7809
Balwyn North;42 Maud St;3;h;1480000;PI;Jellis;15/10/2016;67;3104;3;1;2;201;81;Boroondara;-377951;1450696;Southern Metropolitan;7809
Balwyn North;11 Stephens St;4;h;3000000;PI;Nelson;15/10/2016;36;3104;4;3;1;394;129;Boroondara;-377964;145086;Southern Metropolitan;7809
Balwyn North;54 Sutton St;3;h;1818000;S;Fletchers;15/10/2016;79;3104;3;1;2;379;151;Boroondara;-377956;1450829;Southern Metropolitan;7809
Balwyn North;3 Alpha St;4;h;2170000;SP;Fletchers;16/04/2016;63;3104;4;2;3;356;122;Boroondara;-377992;1450907;Southern Metropolitan;7809
Balwyn North;237a Balwyn Rd;5;h;1310000;PI;Appleby;16/04/2016;72;3104;;;2;209;99;;;;Southern Metropolitan;7809
Balwyn North;48 Hosken St;4;h;2525000;PI;Jellis;16/04/2016;38;3104;4;2;3;273;90;Boroondara;-377988;145089;Southern Metropolitan;7809
Balwyn North;17 Stephens St;4;h;3360000;S;Assisi;16/04/2016;26;3104;4;3;5;348;119;Boroondara;-37797;145086;Southern Metropolitan;7809
Balwyn North;7 Sunburst Av;3;h;1845000;S;hockingstuart;16/04/2016;44;3104;;;3;277;116;;;;Southern Metropolitan;7809
Balwyn North;20 Ajax St;4;h;1620000;S;Jellis;16/07/2016;70;3104;4;2;1;307;104;Boroondara;-377885;1450854;Southern Metropolitan;7809
Balwyn North;24 Cumberland Av;4;h;1420000;VB;Jellis;16/07/2016;87;3104;;;2;288;115;;;;Southern Metropolitan;7809
Balwyn North;15 Illawarra Rd;3;h;1903000;S;Noel;16/07/2016;45;3104;3;1;2;285;83;Boroondara;-377982;1450816;Southern Metropolitan;7809
Balwyn North;45 Dempster Av;5;h;1900000;VB;Marshall;17/09/2016;87;3104;;;3;252;94;;;;Southern Metropolitan;7809
Balwyn North;45 Woodville St;4;h;1712000;S;Fletchers;17/09/2016;53;3104;3;2;3;236;102;Boroondara;-377879;1450929;Southern Metropolitan;7809
Balwyn North;12 Clifton St;4;h;1720000;PI;Marshall;18/03/2017;81;3104;4;3;2;338;133;Boroondara;-378002;1450999;Southern Metropolitan;7809
Balwyn North;6 Leicester St;4;h;1670000;S;Jellis;18/03/2017;49;3104;4;1;2;309;79;Boroondara;-377908;145101;Southern Metropolitan;7809
Balwyn North;23 Maud St;2;h;1350000;SP;Nelson;18/03/2017;72;3104;2;1;2;252;65;Boroondara;-377945;145067;Southern Metropolitan;7809
Balwyn North;21 Riverside Av;3;h;2086000;S;Jellis;18/03/2017;84;3104;;;1;286;88;;;;Southern Metropolitan;7809
Balwyn North;9 Seattle St;4;h;1675000;S;Fletchers;18/03/2017;74;3104;4;2;2;301;78;Boroondara;-377835;1450883;Southern Metropolitan;7809
Balwyn North;16 Sylvan St;4;t;1680000;S;Noel;18/03/2017;67;3104;4;3;2;271;130;Boroondara;-377987;1450788;Southern Metropolitan;7809
Balwyn North;49 Aylmer St;3;h;1800000;PI;hockingstuart;18/06/2016;75;3104;3;1;2;304;128;Boroondara;-377976;1450684;Southern Metropolitan;7809
Balwyn North;5 Echo Av;5;h;1540000;VB;Jellis;18/06/2016;83;3104;;;2;256;114;;;;Southern Metropolitan;7809
Balwyn North;14 Hedderwick St;4;h;1550000;S;Noel;18/06/2016;65;3104;4;3;1;214;101;Boroondara;-378005;1450986;Southern Metropolitan;7809
Balwyn North;9 Stephens St;5;h;4000000;PI;Marshall;18/06/2016;25;3104;5;5;3;370;145;Boroondara;-377961;1450859;Southern Metropolitan;7809
Balwyn North;9 Sunburst Av;6;h;1860000;S;Fletchers;18/06/2016;79;3104;;;1;311;138;;;;Southern Metropolitan;7809
Balwyn North;31 Tuxen St;3;h;2900000;S;Jellis;18/06/2016;22;3104;4;2;3;275;113;Boroondara;-377968;1450873;Southern Metropolitan;7809
Balwyn North;5 Grieve St;4;h;2205000;S;Fletchers;19/11/2016;39;3104;4;2;2;374;119;Boroondara;-377982;1450903;Southern Metropolitan;7809
Balwyn North;2/22 Severn St;3;t;1137000;S;Fletchers;19/11/2016;69;3104;3;2;2;232;91;Boroondara;-377955;1450694;Southern Metropolitan;7809
Balwyn North;28 Severn St;3;h;2100000;VB;Jellis;19/11/2016;38;3104;3;2;2;276;119;Boroondara;-37796;1450696;Southern Metropolitan;7809
Balwyn North;3 Capella St;2;h;1389000;S;Jellis;22/05/2016;80;3104;2;1;2;229;122;Boroondara;-377867;1450718;Southern Metropolitan;7809
Balwyn North;3/1 Corhampton Rd;2;h;685000;SP;Jellis;22/05/2016;88;3104;2;1;1;167;76;Boroondara;-377935;1450679;Southern Metropolitan;7809
Balwyn North;1 Morris St;6;h;1900000;VB;hockingstuart;22/05/2016;59;3104;6;1;2;252;68;Boroondara;-378022;1450775;Southern Metropolitan;7809
Balwyn North;85a Woodville St;3;h;1335000;S;Fletchers;22/05/2016;70;3104;3;2;2;187;83;Boroondara;-377846;1450935;Southern Metropolitan;7809
Balwyn North;13 Bernard St;3;h;1600000;VB;Marshall;22/08/2016;65;3104;3;2;1;284;123;Boroondara;-377867;1450797;Southern Metropolitan;7809
Balwyn North;4a Corhampton Rd;3;h;1830000;S;Fletchers;22/08/2016;65;3104;3;2;1;283;101;Boroondara;-377938;1450675;Southern Metropolitan;7809
Balwyn North;41 Helston St;4;h;1900000;VB;One;22/08/2016;57;3104;4;2;3;250;119;Boroondara;-377841;1450953;Southern Metropolitan;7809
Balwyn North;10 Citron Av;5;h;1650000;VB;Owen;23/04/2016;55;3104;;;2;309;108;;;;Southern Metropolitan;7809
Balwyn North;11 Highview Rd;5;h;1500000;VB;hockingstuart;23/04/2016;75;3104;5;2;1;255;93;Boroondara;-377832;1450796;Southern Metropolitan;7809
Balwyn North;3/52 Maud St;2;u;735000;S;Christopher;23/04/2016;90;3104;2;1;1;218;106;Boroondara;-377953;1450712;Southern Metropolitan;7809
Balwyn North;3/48 Alpha St;2;u;1040000;S;Fletchers;24/09/2016;69;3104;2;1;1;227;63;Boroondara;-377996;1450959;Southern Metropolitan;7809
Balwyn North;66 Almond St;3;h;1520000;S;Jellis;25/02/2017;86;3104;3;1;2;292;71;Boroondara;-377882;1450882;Southern Metropolitan;7809
Balwyn North;19 Hedderwick St;4;h;1250000;VB;Marshall;25/02/2017;85;3104;4;2;2;177;70;Boroondara;-377997;1450993;Southern Metropolitan;7809
Balwyn North;34 Kawarren St;6;h;1900000;S;Fletchers;25/02/2017;66;3104;6;3;1;250;79;Boroondara;-377842;1450921;Southern Metropolitan;7809
Balwyn North;31 MacEdon Av;4;h;2006000;S;Fletchers;25/02/2017;69;3104;;;3;296;128;;;;Southern Metropolitan;7809
Balwyn North;430 Balwyn Rd;5;h;1875000;PI;Fletchers;27/06/2016;57;3104;5;3;2;235;84;Boroondara;-377854;1450869;Southern Metropolitan;7809
Balwyn North;43 Helston St;4;h;1530000;PI;hockingstuart;27/06/2016;64;3104;4;2;1;280;114;Boroondara;-377839;1450954;Southern Metropolitan;7809
Balwyn North;36 Larbert Av;3;h;1425000;PI;Parkes;27/06/2016;73;3104;;;2;213;121;;;;Southern Metropolitan;7809
Balwyn North;1/9 Lime Av;3;u;940000;S;Jellis;27/06/2016;75;3104;;;1;274;158;;;;Southern Metropolitan;7809
Balwyn North;16 Nevada St;4;h;1700000;VB;Jellis;27/06/2016;86;3104;3;2;3;292;160;Boroondara;-37786;1450886;Southern Metropolitan;7809
Balwyn North;8a Sylvan St;4;h;1300000;VB;Jellis;27/06/2016;68;3104;;;1;263;98;;;;Southern Metropolitan;7809
Balwyn North;35 Walnut Rd;4;h;1760000;S;hockingstuart;27/06/2016;70;3104;;;2;249;106;;;;Southern Metropolitan;7809
