"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30-59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60-89DaysPastDueNotWorse","NumberOfDependents","RevolvingUtilizationOfUnsecuredLines-Adjusted"
"0",1.057942058,35,1,0.051767226,2800,3,0,0,1,0,0
"1",0.711193568,32,1,0.03334423,3058,4,0,0,1,1,0
"1",1.063597083,39,1,0.443986036,3150,5,0,0,1,0,0
"0",0.717607973,34,1,0.096829477,3500,2,0,0,1,1,0
"0",0.924665592,28,1,0.389421075,2400,6,0,0,1,0,0
"1",0.989273702,31,1,0.23608903,3773,7,0,0,1,0,0
"1",0.507071903,54,1,0.268913115,3026,8,0,0,1,1,0
"1",0.9999999,33,1,0.165912878,4200,4,0,0,1,1,0
"0",0.280972976,56,1,0.218104063,2805,7,0,1,1,0,0
"0",0.360022694,42,1,0.533737951,2800,5,0,2,1,0,0
"0",0,31,1,0.148462884,4000,9,0,0,1,1,0
"1",0.9999999,49,1,0.101353014,4064,3,0,0,1,0,0
"0",0,83,1,504,5400,5,0,0,1,0,0
"0",0.24750499,24,1,0.135966008,4000,4,0,0,1,0,0
"0",0.805415122,38,1,2057,5400,10,0,0,1,0,0
"0",0.9999999,34,1,0.543650794,2519,2,0,1,1,1,0
"0",1.025987006,29,1,0.164917541,2000,5,0,0,1,0,0
"1",0.976744186,63,1,209,5400,2,0,0,1,0,0
"0",0.629587547,27,1,1.233986928,764,7,0,0,1,0,0
"1",0.9999999,49,1,0.473606823,6800,4,0,2,1,2,0
"1",0.9999999,37,1,0.903628792,1680,5,0,1,1,2,0
"0",0.9999999,50,1,0.506561133,4800,3,0,1,1,0,0
"0",1.285831286,40,1,1706,5400,4,0,1,1,2,0
"1",0.302935665,24,1,1374,5400,5,0,1,1,0,0
"1",0.541352643,63,1,4206,5400,7,0,1,1,0,0
"1",0.975756061,35,1,0.136070853,2483,7,0,0,1,0,0
"0",0.09725163,38,1,0.04217233,3295,10,0,0,1,1,0
"0",0,47,1,0.545253863,2717,4,0,1,1,3,0
"0",1.428571429,40,1,0.1641113,1760,6,0,0,1,1,0
"1",0,33,1,0.130345031,3390,2,0,0,1,0,0
"0",0.016017574,64,1,0.329406931,7300,9,0,1,1,0,0
"0",0.9999999,61,1,0.072534945,2646,2,0,0,1,0,0
"0",0.720517468,61,1,0.128043661,4763,5,0,0,1,0,0
"0",0.336195375,66,1,0.424164524,3500,6,0,1,1,1,0
"0",0,48,1,4218,5400,8,0,2,1,0,0
"0",0.260380503,47,1,2327,5400,5,0,1,1,1,0
"0",0.6007999,32,1,0.068586283,5000,6,0,0,1,0,0
"0",0.9999999,47,1,0.633818909,3500,2,0,1,1,2,0
"1",1.005831713,45,1,0.070896201,5500,5,0,0,1,1,0
"0",0.953674388,51,1,0.39713692,4330,5,0,1,1,1,0
"0",0.828020233,29,1,0.095557777,7000,6,0,0,1,0,0
"0",0.020111606,63,1,2314,5400,10,0,2,1,0,0
"0",0.9999999,46,1,2048,5400,5,0,2,1,1,0
"0",2.059800664,54,1,0.144171779,1629,3,0,0,1,2,0
"0",0.596403596,35,1,0.204999302,7160,6,0,0,1,3,0
"0",0.465015616,41,1,0.352941176,6000,7,0,1,1,2,0
"1",0.962366338,56,1,0.549417512,2660,9,0,1,1,0,0
"1",0.465940054,24,1,0.227774855,1900,4,0,0,1,0,0
"0",0.978043521,39,1,0.455354306,3146,5,0,0,1,1,0
"0",0.9999999,48,1,0.889258951,1200,5,0,0,1,3,0
"0",0.9999999,27,1,16,5400,4,0,0,1,0,0
"0",0,45,1,0.133716571,4000,2,0,0,1,3,0
"1",0.924302789,27,1,0.215301807,2600,3,0,0,1,3,0
"1",0.832335329,35,1,684,5400,3,0,0,1,0,0
"1",0.488033857,63,1,1537,5400,5,0,0,1,0,0
"0",0.954219253,47,1,310,5400,4,0,0,1,0,0
"0",0.44826026,49,1,0.230265426,2900,10,0,0,1,0,0
"0",0.853431046,60,1,0.065967016,2000,3,0,0,1,0,0
"0",0.755256025,56,1,0.773890032,3400,9,0,1,1,5,0
"0",0.934613077,64,1,1193,5400,8,0,1,1,0,0
"0",0.631551085,40,1,0.438829304,5500,9,0,1,1,2,0
"1",0.928126769,47,1,0.078368653,2500,3,0,0,1,0,0
"0",0,44,1,1890,5400,6,0,1,1,2,0
"0",0.438428079,61,1,0.264926409,3600,3,0,1,1,0,0
"0",0.841539161,30,1,0.07848038,4000,2,0,0,1,1,0
"1",0.9999999,68,1,0.786108919,1266,4,0,3,1,0,0
"1",0,73,1,0.671875,1727,3,0,1,1,0,0
"1",0.798134577,28,1,0.533506831,1536,3,0,0,1,0,0
"0",0.9999999,58,1,601,5400,3,0,0,1,0,0
"0",0.614833607,39,1,0.647887324,2200,6,0,1,1,0,0
"0",0.526463138,58,1,0.334642234,4583,9,0,1,1,0,0
"0",0.41816657,34,1,1486,5400,8,0,1,1,1,0
"0",0.266146771,35,1,0.421906243,4500,7,0,1,1,0,0
"0",0.539550375,47,1,393,5400,4,0,0,1,3,0
"1",0.80148529,33,1,0.273225917,2916,5,0,0,1,1,0
"0",0.425716189,25,1,0.656516443,820,3,0,0,1,0,0
"0",0.9999999,54,1,0.894440974,1600,2,0,1,1,2,0
"1",1.641697878,54,1,0.420631747,2500,4,0,0,1,2,0
"0",0.928538097,38,1,0.521457966,1700,5,0,1,1,3,0
"0",0.412725858,68,1,0.410196601,3000,10,0,1,1,0,0
"1",0.054495497,24,1,0.466809422,1400,8,0,0,1,0,0
"0",0.019271949,25,1,0,1400,1,0,0,1,0,0
"0",0.760746418,36,1,0.168484188,3667,3,0,0,1,2,0
"0",0.938061938,49,1,0.35347743,6800,7,0,1,1,1,0
"0",0.9999999,58,1,1921,5400,4,0,1,1,0,0
"0",0.169094544,50,1,0.004854369,3501,3,0,0,1,0,0
"1",0.9999999,37,1,0.171622327,3833,6,0,0,1,2,0
"1",0.862018398,30,1,0.462336014,4725,6,0,2,1,0,0
"0",0,45,1,1290,5400,9,0,0,1,4,0
"1",0.028968819,59,1,0.418292083,6100,8,0,2,1,0,0
"0",0.9999999,35,1,0.124507725,3300,2,0,0,1,0,0
"0",0.547297972,54,1,1691,5400,9,0,1,1,1,0
"0",4.158841159,29,1,0.560859785,4000,9,0,2,1,0,0
"0",0.951309549,67,1,11600,5400,9,0,2,1,0,0
"1",1.238451935,30,1,0.114647559,6000,5,0,0,1,0,0
"1",0.9999999,32,1,628,5400,2,0,0,1,0,0
"0",0.9999999,32,1,0.041293339,2566,3,0,0,1,0,0
"0",0.977822214,37,1,304,5400,8,0,0,1,1,0
"0",0.554641598,58,1,0.007098492,2253,6,0,0,1,0,0
"1",1.036900369,31,1,142,5400,6,0,0,1,0,0
"0",0,55,1,0.234460923,6000,6,0,1,1,1,0
"1",0.909599254,40,1,0.089616175,5835,5,0,0,1,4,0
"0",0.67426645,32,1,0.142717178,6123,6,0,0,1,2,0
"0",0.115185076,49,1,0.315228257,3000,9,0,1,1,0,0
"1",0.9999999,26,1,0.487926728,1200,4,0,0,1,0,0
"0",0.828509527,50,1,0.540071864,6400,8,0,3,1,0,0
"0",0,46,1,0.497127097,4350,8,0,0,1,1,0
"0",1.084366253,56,1,0.292647486,3440,5,0,2,1,1,0
"0",0.97960204,35,1,0.365037518,4930,7,0,1,1,1,0
"0",0.981818182,28,1,0.199636474,3300,5,0,0,1,3,0
"0",0,24,1,0.114494519,820,3,0,0,1,0,0
"0",0.830927063,45,1,0.388528328,5700,10,0,1,1,0,0
"1",0.962911289,54,1,0.40475,3999,5,0,1,1,0,0
"0",0.183712379,51,1,0.332133573,5000,9,0,2,1,0,0
"0",0.451502853,52,1,1.255179935,1833,7,0,1,1,3,0
"1",0.363806812,29,1,0.426143464,4000,10,0,0,1,0,0
"0",0.882238035,41,1,0.299967127,6083,6,0,1,1,0,0
"0",0.103375481,47,1,0.104946754,5821,10,0,0,1,3,0
"0",0.03522786,50,1,2.718080548,1166,10,0,4,1,2,0
"0",0.9999999,50,1,0.16091954,2000,1,0,0,1,2,0
"0",0.956208758,69,1,0.594181164,3333,8,0,1,1,0,0
"1",0.9999999,22,1,0.075949367,1500,2,0,0,1,0,0
"0",0,52,1,0,6009,4,0,0,1,2,0
"0",0.067680375,49,1,0.210093672,5230,9,0,1,1,0,0
"0",0.9999999,58,1,0.606119007,4150,10,0,2,1,1,0
"1",0.9999999,37,1,0.36031984,2000,10,0,0,1,0,0
"0",0.365383107,58,1,0.051985147,3500,4,0,0,1,0,0
"0",0.432359766,60,1,0.375406148,4000,6,0,1,1,0,0
"0",0,54,1,0.190918952,6452,5,0,0,1,0,0
"0",0.702297702,51,1,0.312651478,4125,6,0,2,1,0,0
"1",1.020020625,44,1,0.573895655,5500,10,0,1,1,0,0
"1",1.003164557,36,1,605,5400,5,0,0,1,0,0
"0",0.886900775,40,1,0.230283912,3803,4,0,0,1,0,0
"1",0.9999999,24,1,476,5400,2,0,0,1,0,0
"0",0.254018298,40,1,0.25894821,5000,9,0,0,1,2,0
"0",0.907371522,32,1,0.29988466,2600,4,0,0,1,0,0
"0",1.013996001,32,1,2611,5400,9,0,2,1,0,0
"0",0.9999999,59,1,730,5400,1,0,1,1,0,0
"0",0.654166288,43,1,0.54576219,6500,8,0,1,1,1,0
"0",1.487025948,53,1,0.478987466,4068,3,0,1,1,1,0
"1",0.9999999,51,1,0.615943225,6058,8,0,2,1,0,0
"0",1.218259629,45,1,28,0,2,0,0,1,0,0
"1",0.00757815,42,1,0.366780147,5580,8,0,3,1,2,0
"0",0.602654715,30,1,0.094452774,2000,5,0,0,1,0,0
"0",0.847772883,41,1,0.13225762,7250,10,0,0,1,2,0
"0",0.420715513,40,1,0.016798966,5416,2,0,0,1,0,0
"0",0.165518774,29,1,0.291815455,7000,9,0,1,1,2,0
"0",0.093138998,45,1,0.687090066,6250,6,0,2,1,1,0
"0",0.005768491,35,1,0.114624506,4300,4,0,0,1,0,0
"0",0.9999999,55,1,0.891709639,2520,3,0,1,1,1,0
"1",0.065220735,39,1,0.008159347,4166,9,0,0,1,1,0
"0",0.9999999,45,1,0.685777288,906,2,0,0,1,0,0
"1",1.00059996,35,1,0.630325815,3191,8,0,1,1,0,0
"0",0.937515621,41,1,0.442691727,5958,8,0,1,1,0,0
"1",0.402840168,31,1,0.472853535,1583,6,0,0,1,0,0
"1",0.039055404,34,1,0.334261838,3230,6,0,0,1,2,0
"0",0.908783784,40,1,1394,5400,9,0,0,1,0,0
"1",1.06185567,61,1,2170,5400,9,0,2,1,0,0
"0",1.088473873,37,1,0.115959354,3345,7,0,0,1,0,0
"0",0.9999999,46,1,426,5400,3,0,0,1,2,0
"0",0.706372345,29,1,0.1045771,6750,2,0,0,1,0,0
"1",0.718655264,46,1,0.412247813,5600,7,0,2,1,1,0
"0",0.677330667,41,1,597,5400,10,0,0,1,0,0
"1",1.097203728,30,1,0.592613163,3600,6,0,1,1,0,0
"0",0.9999999,54,1,0.038167939,2750,4,0,0,1,0,0
"1",1.784035994,30,1,0.195601466,3000,9,0,0,1,0,0
"0",0.027325698,42,1,0.017327557,3000,7,0,0,1,0,0
"1",0.433133733,42,1,427,5400,2,0,0,1,0,0
"0",0.820203892,67,1,2637,5400,2,0,1,1,0,0
"1",0.057058914,63,1,0.124818578,6200,7,0,2,1,1,0
"1",0.893106893,27,1,0.062812277,1400,1,0,0,1,0,0
"0",0,48,1,0.319665907,2633,4,0,1,1,4,0
"0",0,31,1,0.421263123,6000,5,0,1,1,1,0
"0",0,24,1,0.069260135,5500,7,0,0,1,1,0
"0",0.290153099,55,1,0.36347359,3350,10,0,1,1,0,0
"1",0.648565157,53,1,2134,5400,6,0,0,1,3,0
"1",0.964143426,44,1,0.183980484,4918,6,0,0,1,1,0
"0",0.766418687,42,1,0.23910025,3600,7,0,0,1,5,0
"1",0.660226516,35,1,0.237254249,3000,3,0,0,1,5,0
"0",0.861760953,38,1,81,5400,3,0,0,1,0,0
"0",0.647306997,43,1,0.136569488,7065,9,0,0,1,3,0
"0",0.020632797,74,1,43,5400,7,0,0,1,0,0
"1",0.9999999,51,1,0,6179,2,0,0,1,0,0
"0",0.9999999,43,1,0.110125487,4621,2,0,0,1,0,0
"0",1.110386788,30,1,0.260290082,2550,5,0,0,1,0,0
"0",0.116629008,57,1,948,5400,6,0,1,1,1,0
"0",0.145770846,50,1,0.549781721,7100,10,0,2,1,2,0
"0",0.134408028,45,1,0.318657261,4110,10,0,1,1,1,0
"0",0.311487882,53,1,1.498929336,1400,7,0,1,1,0,0
"1",1.128368727,31,1,0.192992112,5450,4,0,0,1,1,0
"0",0.344960986,60,1,0.331073849,2802,10,0,1,1,0,0
"0",0.400921659,62,1,0.360505973,2845,6,0,0,1,0,0
"0",0.34775284,33,1,0.081383723,5000,7,0,0,1,0,0
"0",0.742876187,48,1,3998,5400,7,0,1,1,2,0
"0",0.087840017,52,1,1157,5400,5,0,1,1,0,0
"0",1.255489022,40,1,0.256463289,2900,2,0,0,1,5,0
"0",0.537189689,55,1,0.509186352,2666,9,0,1,1,0,0
"0",0.9999999,57,1,0.323735253,5000,2,0,2,1,1,0
"0",0.953752312,44,1,5.435564436,1000,6,0,1,1,2,0
"0",0.9999999,24,1,0.218839984,2430,4,0,0,1,0,0
"0",0.996677741,33,1,0.037067888,2400,3,0,0,1,1,0
"1",0.648212226,27,1,0.03200883,3623,4,0,0,1,1,0
"0",0.914400982,28,1,0.223032513,3290,5,0,0,1,0,0
"1",0,33,1,0.096725819,4000,8,0,0,1,0,0
"0",0.39740065,28,1,0.155637904,1888,3,0,0,1,0,0
"0",1.027888446,44,1,0.096516459,3128,3,0,0,1,0,0
"1",0.877404753,49,1,3206,5400,10,0,1,1,2,0
"0",0.283508417,30,1,665,5400,2,0,0,1,0,0
"1",0.374535758,65,1,0.461973055,2300,6,0,1,1,0,0
"0",0.170189595,45,1,803,5400,7,0,0,1,0,0
"0",0.681587448,43,1,3003,5400,10,0,1,1,0,0
"0",0.150923421,51,1,0.366382649,1290,7,0,0,1,4,0
"0",0.831302718,49,1,0.766722209,4200,7,0,2,1,0,0
"1",0.98960104,34,1,0.19130145,6000,5,0,0,1,3,0
"0",0.483033932,32,1,0.253553416,2180,3,0,0,1,0,0
"0",0.130934533,49,1,0.613846723,2700,10,0,1,1,1,0
"0",0.813637273,67,1,0.794401866,3000,4,0,1,1,0,0
"0",1.435215947,60,1,0.178900289,3800,3,0,0,1,0,0
"1",0.390365826,57,1,2415,5400,6,0,1,1,0,0
"1",0,27,1,0.179410295,2000,5,0,0,1,0,0
"0",0,75,1,291,5400,7,0,0,1,0,0
"0",0.980003999,61,1,0.22895189,2327,3,0,0,1,0,0
"0",0.628288128,51,1,0.376285127,5835,10,0,1,1,0,0
"1",0.888111888,63,1,0.455848359,2162,8,0,0,1,1,0
"0",0,64,1,1897,5400,8,0,1,1,0,0
"0",0.896777171,54,1,0.235254915,3000,5,0,0,1,0,0
"0",0.19594065,32,1,0.597915762,2302,3,0,1,1,1,0
"0",0.465521661,29,1,0.169165705,2600,4,0,0,1,0,0
"1",0.120994617,59,1,0.296491471,7210,9,0,4,1,1,0
"0",0.519480519,35,1,0.103695532,1812,5,0,0,1,0,0
"1",0.070671977,46,1,0.278292522,6043,5,0,2,1,0,0
"0",1.53577371,33,1,0.147617461,3000,3,0,0,1,0,0
"0",0.001227962,50,1,0.449092344,3800,8,0,1,1,0,0
"0",0.096217575,44,1,0.093549155,4200,3,0,0,1,0,0
"0",0.9999999,38,1,0.571165483,3800,3,0,2,1,2,0
"0",0,44,1,0.355783919,7200,7,0,2,1,1,0
"0",0.926910299,26,1,0.042590178,2300,2,0,0,1,0,0
"0",1.133269871,59,1,0.290833648,2650,4,0,0,1,0,0
"0",0.279958137,33,1,0.076624098,1800,5,0,0,1,4,0
"0",0.9999999,49,1,0.471867612,2114,3,0,1,1,2,0
"0",0.861712762,50,1,0.293946555,5500,7,0,1,1,1,0
"0",0.281306715,29,1,0.117470575,4332,8,0,0,1,0,0
"0",0.983989664,38,1,0.484503099,5000,8,0,1,1,2,0
"0",0.208850213,59,1,0.444505798,3621,7,0,1,1,1,0
"0",0.892351643,72,1,0.415973378,600,2,0,0,1,0,0
"0",0.363377543,30,1,0.390191898,1406,5,0,0,1,0,0
"0",0.7634982,56,1,0.299675081,4000,8,0,1,1,1,0
"0",0.033661056,26,1,0.023313905,1200,1,0,0,1,0,0
"0",0.46035976,51,1,0.005126891,3900,2,0,0,1,3,0
"0",0.011068834,47,1,0.21276969,5700,10,0,2,1,0,0
"0",0.416292115,70,1,3309,5400,6,0,1,1,0,0
"0",0.314501308,34,1,0.100233595,4708,8,0,0,1,2,0
"0",0.956864808,38,1,0.766116942,2000,5,0,1,1,2,0
"0",0.9999999,29,1,0.098094967,3516,1,0,0,1,0,0
"0",0.77508269,33,1,0.553889222,5000,9,0,1,1,0,0
"0",0.918260519,36,1,990,5400,8,0,0,1,0,0
"0",0.850287428,28,1,0.321052632,2849,4,0,0,1,2,0
"0",0.780609695,43,1,0.180190653,4300,3,0,0,1,1,0
"1",0.701513853,56,1,0.430411007,5668,7,0,2,1,0,0
"0",0.017029161,69,1,0.443872141,6600,7,0,1,1,0,0
"0",0.557768924,32,1,0.888194878,1600,7,0,0,1,4,0
"0",1.114039073,39,1,917,5400,5,0,0,1,0,0
"1",0.959329602,69,1,0.926152138,1800,10,0,0,1,0,0
"0",0.9999999,51,1,0.862231916,2750,3,0,2,1,2,0
"0",0,23,1,0.139643861,3200,5,0,0,1,1,0
"0",0,43,1,3668,5400,4,0,2,1,0,0
"0",0.034490507,47,1,0.568969881,3950,10,0,2,1,0,0
"0",0.001442169,28,1,0.153402537,2600,10,0,0,1,0,0
"0",0.810891191,43,1,0.17953152,6360,4,0,1,1,0,0
"0",1.020766949,50,1,0.188934889,5313,4,0,0,1,0,0
"0",0.9999999,41,1,866,5400,3,0,0,1,0,0
"0",0.984477769,27,1,944,5400,5,0,1,1,0,0
"0",0.132397394,93,1,0.114635504,5390,8,0,0,1,1,0
"0",0.00169073,84,1,0.000425441,4700,7,0,0,1,0,0
"1",0.9999999,36,1,0.460648479,7000,8,0,3,1,1,0
"0",0.487250911,36,1,0.587294262,6500,10,0,1,1,1,0
"0",0.178910545,57,1,0.21392869,3000,3,0,1,1,0,0
"0",1.080975364,63,1,6.29379562,2739,9,0,3,1,0,0
"1",1.079184163,62,1,0.506017404,5400,9,0,2,1,0,0
"1",0.976681337,35,1,0.40938221,3900,8,0,0,1,0,0
"0",0.9999999,42,1,0.231108498,3400,5,0,0,1,2,0
"1",1.02055968,55,1,0.339822158,4160,5,0,1,1,0,0
"0",0.789249147,32,1,0.525868533,4000,7,0,1,1,4,0
"0",0.701786007,33,1,0.24915369,2953,5,0,0,1,3,0
"0",0.013559414,87,1,0.002360128,7202,7,0,0,1,0,0
"1",0.945688651,51,1,4189,5400,6,0,1,1,4,0
"0",0.181204699,25,1,0.710906702,760,6,0,0,1,0,0
"0",0.336707912,29,1,0.15047548,5362,8,0,0,1,2,0
"1",2.435129741,52,1,0.235224586,3383,2,0,0,1,0,0
"0",0.247939468,33,1,0.191269577,3000,7,0,0,1,0,0
"0",0.173413293,34,1,675,5400,7,0,1,1,0,0
"1",0,41,1,0.17487086,6581,9,0,1,1,0,0
"1",0.899585773,48,1,1196,5400,5,0,0,1,0,0
"0",0.477693306,63,1,0.408243222,6380,5,0,1,1,0,0
"0",0.303848829,44,1,0.555111222,4000,9,0,1,1,0,0
"0",0.891881083,45,1,0.755136036,1800,7,0,1,1,2,0
"0",0.834553822,76,1,0.493563044,5281,8,0,0,1,0,0
"1",0.553697638,31,1,0.24678324,3030,5,0,0,1,0,0
"0",1.011238825,33,1,0.620985011,1400,8,0,0,1,3,0
"1",0.488877781,25,1,0.182204449,4000,7,0,0,1,1,0
"0",0.606148028,45,1,0.88736135,6400,10,0,3,1,0,0
"1",0.577753286,52,1,0.553194813,6400,10,0,1,1,0,0
"0",0.610778443,78,1,0.005291005,1700,3,0,0,1,0,0
"1",0.964553511,30,1,753,5400,6,0,0,1,0,0
"0",0.9999999,50,1,1406,5400,2,0,1,1,0,0
"1",1.006788817,40,1,0.463539248,6458,7,0,1,1,1,0
"0",0.715216104,40,1,0.103658537,4919,5,0,0,1,4,0
"0",0.229793538,54,1,0.056214866,1600,5,0,0,1,1,0
"0",0.853534243,47,1,2071,5400,7,0,1,1,0,0
"1",0.9999999,43,1,0.105114306,4242,2,0,0,1,3,0
"1",0.863424384,51,1,897,5400,2,0,1,1,0,0
"0",0.400799903,58,1,1161,5400,2,0,1,1,4,0
"0",0.9999999,58,1,0.052792321,4583,4,0,0,1,0,0
"0",0.9999999,63,1,52,5400,2,0,0,1,0,0
"0",0.679320679,29,1,0.105728566,2600,3,0,0,1,1,0
"0",0.9999999,67,1,0,2264,4,0,0,1,0,0
"1",1.177325033,32,1,0.531096197,2234,9,0,0,1,1,0
"0",0.9999999,22,1,411,0,1,0,0,1,0,0
"0",0.990775298,48,1,2.003911343,2300,8,0,3,1,0,0
"1",0,30,1,0.071758191,4333,4,0,0,1,0,0
"0",0.938709153,32,1,0.243367935,2600,7,0,0,1,0,0
"0",0.909202204,42,1,0.358325219,7188,6,0,1,1,5,0
"1",0.9999999,43,1,0.253807107,2166,3,0,0,1,0,0
"1",0.224289651,54,1,0.086762519,4033,6,0,0,1,1,0
"0",0,52,1,0.219392567,5300,9,0,1,1,5,0
"1",0.003454336,57,1,1954,5400,6,0,2,1,2,0
"0",1.531561462,40,1,0.160558464,4583,4,0,0,1,2,0
"0",0.06112046,59,1,0.464032884,4378,7,0,1,1,1,0
"0",1.08946424,34,1,63.5,1,2,0,0,1,0,0
"0",0.088831211,36,1,0.561367381,2427,7,0,0,1,0,0
"0",0.952671174,60,1,0.221717401,2200,3,0,0,1,1,0
"0",0.863210493,66,1,0.556988138,1938,7,0,2,1,0,0
"0",0.323067693,41,1,0.452303816,5555,9,0,1,1,0,0
"0",0.507390386,55,1,0.502845716,6500,5,0,2,1,2,0
"1",0.9999999,75,1,0.233869708,6400,7,0,0,1,0,0
"0",0.202002975,43,1,0.118776245,5000,6,0,0,1,4,0
"1",0.9999999,31,1,0.25296349,4217,2,0,0,1,2,0
"0",0.9999999,30,1,0.357698289,4500,5,0,1,1,0,0
"0",0.730211947,81,1,1733,5400,9,0,1,1,0,0
"0",0.527444317,60,1,0.235255995,4628,10,0,0,1,0,0
"1",0.678054878,43,1,0.146118721,4598,8,0,0,1,0,0
"0",0.298059965,54,1,0.784431138,500,4,0,0,1,0,0
"0",0.929762809,62,1,5850,5400,6,0,3,1,0,0
"0",0.9999999,27,1,89,5400,1,0,0,1,0,0
"1",1.083431257,44,1,0.757846451,4141,3,0,1,1,2,0
"0",0.9999999,25,1,0,1400,1,0,0,1,0,0
"0",0.999891904,41,1,0.343177693,6060,10,0,0,1,2,0
"0",0.973590293,56,1,0.092178771,1789,5,0,0,1,1,0
"1",1.043318894,44,1,0.135720233,1200,3,0,0,1,0,0
"0",0.803312899,44,1,0.587281571,5550,7,0,1,1,0,0
"0",0.391987297,55,1,0.355989635,5016,8,0,0,1,1,0
"0",0.9999999,67,1,0.058414465,5032,0,0,0,1,0,0
"0",0.677118837,39,1,0.074308564,3000,8,0,0,1,2,0
"0",1.028388645,37,1,0.317940954,6604,7,0,2,1,3,0
"0",0,23,1,0.148212947,4000,5,0,0,1,0,0
"0",0.641183487,73,1,1708,5400,5,0,1,1,0,0
"1",0.9999999,51,1,1375,5400,4,0,1,1,0,0
"0",0.273350471,46,1,0.005655423,4950,1,0,0,1,4,0
"0",0.973610556,33,1,0.152949017,3000,2,0,0,1,0,0
"0",0.804097951,26,1,0.289919467,3600,3,0,0,1,0,0
"0",0.708891858,54,1,0.309278351,3200,5,0,0,1,0,0
"0",0.617454825,36,1,0.185226326,3600,6,0,0,1,0,0
"0",0.655100089,62,1,638,5400,5,0,0,1,0,0
"0",0.192067328,39,1,0.304384845,4697,6,0,0,1,0,0
"0",0.150406011,40,1,0.116376725,5000,4,0,0,1,2,0
"1",0.881808231,80,1,2618,5400,10,0,1,1,0,0
"0",0.665333524,30,1,0.399720056,5000,7,0,1,1,0,0
"0",0.016518622,66,1,0.18441358,5183,7,0,1,1,0,0
"0",1.180673825,26,1,0.121875744,4200,6,0,0,1,2,0
"0",0.644157056,37,1,0.35164076,5789,10,0,1,1,2,0
"0",0.568756617,41,1,0.191230929,6750,10,0,1,1,1,0
"1",1.375812094,55,1,1393,5400,7,0,1,1,0,0
"0",0.24870052,27,1,403,5400,2,0,0,1,0,0
"0",0.85875171,38,1,1.048563335,2470,6,0,1,1,5,0
"0",0.920594116,67,1,0.114392002,4300,3,0,0,1,2,0
"0",0.899522483,30,1,744,5400,8,0,0,1,0,0
"0",0.09703824,41,1,3464,5400,8,0,1,1,0,0
"0",1.426533524,33,1,0.015417331,1880,2,0,0,1,0,0
"0",1.002666444,34,1,0.609356257,2500,6,0,0,1,1,0
"1",0.62037962,25,1,0.16191904,2000,2,0,0,1,4,0
"0",0.053470665,63,1,0.055472264,2000,4,0,0,1,0,0
"0",0.122938531,72,1,0.241630056,6600,6,0,0,1,0,0
"0",0.247658998,46,1,728,0,9,0,0,1,2,0
"0",0.600466511,42,1,0.131108104,6650,7,0,0,1,2,0
"0",0.971378161,27,1,0.12841439,6003,9,0,0,1,0,0
"0",0.871550904,33,1,0.110296568,3000,3,0,0,1,0,0
"1",1.068490002,56,1,0.275668537,3028,6,0,0,1,0,0
"0",0.955305288,42,1,3097.5,1,5,0,1,1,3,0
"0",0.177175108,56,1,0.453391436,5277,10,0,2,1,1,0
"0",0.990049751,28,1,0.018838305,1910,3,0,0,1,1,0
"1",0.205253872,55,1,0.255372314,2000,3,0,0,1,2,0
"1",1.141860298,49,1,0.778060503,3536,8,0,1,1,1,0
"0",0.76602831,75,1,38,5400,5,0,0,1,0,0
"0",0.982952834,46,1,0.441945977,7070,8,0,1,1,0,0
"0",0.9999999,53,1,1239,5400,6,0,0,1,0,0
"0",0.9999999,65,1,5161,5400,3,0,2,1,0,0
"1",0.577422577,42,1,0.277874396,5174,4,0,1,1,3,0
"0",0.859272437,57,1,0.26212298,6000,7,0,1,1,0,0
"0",0.952190511,45,1,0.31553492,5168,3,0,1,1,1,0
"0",0.733943543,28,1,0.182900037,5461,8,0,0,1,1,0
"0",0.9999999,49,1,0.33079486,2100,4,0,0,1,0,0
"0",0.545162442,72,1,2028,5400,9,0,1,1,0,0
"1",0.644946889,62,1,0.524380864,6500,8,0,1,1,0,0
"0",0.228886591,49,1,1.103846154,3119,9,0,2,1,2,0
"0",0.810021588,55,1,0.135413096,5833,4,0,0,1,0,0
"0",0.498582547,40,1,873,5400,4,0,0,1,0,0
"1",0.950078241,41,1,2466,5400,8,0,1,1,0,0
"0",0.662789511,43,1,969,5400,5,0,0,1,1,0
"0",0.880199667,42,1,0.210263246,3000,4,0,0,1,2,0
"0",0.0926563,62,1,0.481978427,3800,8,0,2,1,0,0
"1",0.655344655,26,1,824,5400,4,0,0,1,0,0
"1",0.9999999,28,1,0.994076268,2700,5,0,2,1,0,0
"0",0.371851259,38,1,0.412703583,3069,9,0,1,1,0,0
"0",0.503501204,62,1,269,5400,3,0,0,1,0,0
"0",0.911188475,72,1,1.487102579,3333,10,0,1,1,0,0
"0",0.293221366,33,1,0.299581894,5500,7,0,0,1,0,0
"0",0.907618645,50,1,0.379419654,4100,8,0,2,1,0,0
"1",0.756243756,66,1,0.414383562,2627,7,0,1,1,2,0
"1",0.396180542,82,1,0.40874036,3500,5,0,0,1,0,0
