Num_Reg;Item_Identifier;Time;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales;Country
411097;NCR29;;7.565;Low Fat;0.054863459;Health and Hygiene;58.393;OUT018;2009;Medium;Tier 3;Supermarket Type2;509.337;EEUU
66438;FDU34;19;18.25;Low Fat;0.075620262;Snack Foods;1.238.046;OUT017;2007;;Tier 2;Supermarket Type1;34.861.288;EEUU
71637;FDZ35;;9.6;Regular;0.02236923;Breads;104.799;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.341.587;EEUU
29791;FDA26;13;7.855;Regular;0.073906461;Dairy;2.184.482;OUT035;2004;Small;Tier 2;Supermarket Type1;48.190.604;EEUU
81514;FDP38;;10.1;Low Fat;0.032283676;Canned;522.008;OUT017;2007;;Tier 2;Supermarket Type1;759.012;EEUU
76548;FDT22;;10.395;Low Fat;0.11207602;Snack Foods;58.022;OUT035;2004;Small;Tier 2;Supermarket Type1;659.142;EEUU
110372;FDA50;;16.25;Low Fat;0.087668236;Dairy;94.941;OUT017;2007;;Tier 2;Supermarket Type1;1.737.738;EEUU
5101410;FDY10;;17.6;Low Fat;0.049067877;Snack Foods;1.156.176;OUT046;1997;Small;Tier 1;Supermarket Type1;25.193.872;EEUU
106457;FDC09;;15.5;Regular;0.026355345;Fruits and Vegetables;1.008.332;OUT045;2002;;Tier 2;Supermarket Type1;1.537.998;EEUU
321102;FDT19;;7.59;Regular;0.145631695;Fruits and Vegetables;172.808;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.250.404;EEUU
31777;FDO34;;;Low Fat;0.029793955;Snack Foods;1.672.816;OUT027;1985;Medium;Tier 3;Supermarket Type3;57.045.744;EEUU
53785;NCV54;;11.1;Low Fat;0.033160417;Household;1.196.124;OUT049;1999;Medium;Tier 1;Supermarket Type1;22.517.356;EEUU
45778;FDH57;22;;Low Fat;0.035574413;Fruits and Vegetables;1.314.284;OUT027;1985;Medium;Tier 3;Supermarket Type3;54.049.644;EEUU
910985;FDA28;3;16.1;Regular;0.047801883;Frozen Foods;1.274.362;OUT046;1997;Small;Tier 1;Supermarket Type1;22.650.516;EEUU
592710;FDB05;;5.155;Low Fat;0.083198341;Frozen Foods;2.460.776;OUT046;1997;Small;Tier 1;Supermarket Type1;9.907.104;EEUU
81772;FDK45;;;Low Fat;0.059281315;Seafood;111.586;OUT019;1985;Small;Tier 1;Grocery Store;339.558;EEUU
79247;DRH01;;;Low Fat;0.171417316;Soft Drinks;1.730.738;OUT019;1985;Small;Tier 1;Grocery Store;3.475.476;EEUU
64971;FDY52;;6.365;Low Fat;0.007348286;Frozen Foods;628.536;OUT046;1997;Small;Tier 1;Supermarket Type1;7.962.968;EEUU
291105;FDR48;;11.65;LF;0;Baking Goods;1.526.024;OUT035;2004;Small;Tier 2;Supermarket Type1;3.036.048;EEUU
1098102;FDY15;;18.25;Regular;0.170795745;Dairy;154.463;OUT035;2004;Small;Tier 2;Supermarket Type1;2.190.482;EEUU
85698;FDM51;;11.8;Regular;0.025966531;Meat;1.022.674;OUT049;1999;Medium;Tier 1;Supermarket Type1;24.448.176;EEUU
72741;FDR43;10;18.2;Low Fat;0.161489509;Fruits and Vegetables;37.619;OUT046;1997;Small;Tier 1;Supermarket Type1;366.19;EEUU
1051051;FDW09;;13.65;reg;0.025899245;Snack Foods;811.302;OUT013;1987;High;Tier 3;Supermarket Type1;792.302;EEUU
810117;FDV44;;8.365;Regular;0.039906377;Fruits and Vegetables;1.913.188;OUT049;1999;Medium;Tier 1;Supermarket Type1;17.137.692;EEUU
677102;DRH37;;;Low Fat;0.072864869;Soft Drinks;1.652.526;OUT019;1985;Small;Tier 1;Grocery Store;822.263;EEUU
453104;FDZ47;24;20.7;Regular;0.079419755;Baking Goods;998.042;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.488.063;EEUU
510685;NCP43;;17.75;Low Fat;0.03050705;Others;180.366;OUT046;1997;Small;Tier 1;Supermarket Type1;2.336.958;EEUU
23732;FDL26;;18;Low Fat;0.073490977;Canned;1.573.972;OUT018;2009;Medium;Tier 3;Supermarket Type2;778.986;EEUU
17491;DRM35;;9.695;Low Fat;0.070843019;Hard Drinks;1.777.344;OUT017;2007;;Tier 2;Supermarket Type1;16.059.096;EEUU
894103;FDM39;4;6.42;Low Fat;0.053688479;Dairy;1.783.002;OUT018;2009;Medium;Tier 3;Supermarket Type2;23.283.026;EEUU
3104710;DRD15;;10.6;Low Fat;0.056911107;Dairy;2.339.642;OUT045;2002;;Tier 2;Supermarket Type1;37.178.272;EEUU
828910;NCK06;;5.03;Low Fat;0.014472516;Household;1.220.756;OUT010;1998;;Tier 3;Grocery Store;1.211.756;EEUU
109958;FDV04;;7.825;Regular;0.150319469;Frozen Foods;1.569.288;OUT045;2002;;Tier 2;Supermarket Type1;1.571.288;EEUU
66398;FDG46;;;Regular;0.032750291;Snack Foods;1.121.518;OUT027;1985;Medium;Tier 3;Supermarket Type3;53.510.346;EEUU
62933;FDO19;;17.7;Regular;0.016622448;Fruits and Vegetables;502.034;OUT049;1999;Medium;Tier 1;Supermarket Type1;11.664.816;EEUU
191076;NCN05;;8.235;Low Fat;0.014482153;Health and Hygiene;182.295;OUT049;1999;Medium;Tier 1;Supermarket Type1;3661.9;EEUU
310757;DRA12;;11.6;Low Fat;0;Soft Drinks;1.416.154;OUT045;2002;;Tier 2;Supermarket Type1;38.290.158;EEUU
49698;FDJ02;;17.2;Regular;0.025205909;Canned;1.491.418;OUT049;1999;Medium;Tier 1;Supermarket Type1;11.771.344;EEUU
19125;NCK17;;11;Low Fat;0.037971697;Health and Hygiene;38.948;OUT045;2002;;Tier 2;Supermarket Type1;519.324;EEUU
991016;FDO58;;19.6;Low Fat;0.039544237;Snack Foods;1.636.526;OUT013;1987;High;Tier 3;Supermarket Type1;11.511.682;EEUU
1071042;FDB22;;8.02;Low Fat;0.111613921;Snack Foods;1.526.998;OUT049;1999;Medium;Tier 1;Supermarket Type1;33.835.956;EEUU
19248;FDG33;;5.365;Regular;0.140524691;Seafood;1.727.764;OUT045;2002;;Tier 2;Supermarket Type1;22.330.932;EEUU
161011;FDK58;;11.35;Regular;0.045073782;Snack Foods;1.019.016;OUT045;2002;;Tier 2;Supermarket Type1;26.312.416;EEUU
102136;DRH49;;;Low Fat;0.043168763;Soft Drinks;828.592;OUT019;1985;Small;Tier 1;Grocery Store;1.651.184;EEUU
45852;FDT43;;16.35;Low Fat;0.020547951;Fruits and Vegetables;512.324;OUT046;1997;Small;Tier 1;Supermarket Type1;5.712.564;EEUU
46352;NCR38;;17.25;Low Fat;0.113694957;Household;2.534.724;OUT049;1999;Medium;Tier 1;Supermarket Type1;60.401.376;EEUU
77466;DRI39;;13.8;Low Fat;0.097043739;Dairy;57.493;OUT035;2004;Small;Tier 2;Supermarket Type1;1.358.232;EEUU
65716;NCZ05;7;8.485;Low Fat;0.058121214;Health and Hygiene;104.499;OUT035;2004;Small;Tier 2;Supermarket Type1;1.238.388;EEUU
18886;FDU21;;11.8;reg;0.07665661;Snack Foods;323.558;OUT013;1987;High;Tier 3;Supermarket Type1;169.779;EEUU
78273;NCP54;;15.35;Low Fat;0.035204319;Household;122.873;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.832.979;EEUU
18131;NCX29;;10;Low Fat;0.089333332;Health and Hygiene;1.456.102;OUT045;2002;;Tier 2;Supermarket Type1;26.245.836;EEUU
13251;FDV01;;19.2;Regular;0;Canned;1.533.314;OUT017;2007;;Tier 2;Supermarket Type1;32.577.594;EEUU
1068108;NCS17;6;18.6;Low Fat;0.080956792;Health and Hygiene;952.436;OUT017;2007;;Tier 2;Supermarket Type1;17.963.284;EEUU
44615;NCN07;;18.5;Low Fat;0.03391645;Others;1.309.284;OUT013;1987;High;Tier 3;Supermarket Type1;17.137.692;EEUU
72942;FDB14;;20.25;Regular;0.102704495;Canned;94.312;OUT035;2004;Small;Tier 2;Supermarket Type1;2.982.784;EEUU
37566;NCJ18;;12.35;Low Fat;0.163910938;Household;1.192.124;OUT035;2004;Small;Tier 2;Supermarket Type1;13.036.364;EEUU
29543;FDF57;;14.5;Regular;0.058827383;Fruits and Vegetables;1.722.448;OUT046;1997;Small;Tier 1;Supermarket Type1;28.975.616;EEUU
36339;DRG01;10;14.8;Low Fat;0.044840933;Soft Drinks;78.367;OUT013;1987;High;Tier 3;Supermarket Type1;918.804;EEUU
97123;FDA02;;14;Regular;0.029843736;Dairy;1.439.786;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.668.716;EEUU
593210;DRJ37;;10.8;Low Fat;0.061446997;Soft Drinks;1.504.024;OUT017;2007;;Tier 2;Supermarket Type1;28.842.456;EEUU
171087;NCP55;;14.65;Low Fat;0.011180713;Others;538.614;OUT013;1987;High;Tier 3;Supermarket Type1;2.210.456;EEUU
659108;FDW45;;;Low Fat;0.038822077;Snack Foods;1.477.418;OUT027;1985;Medium;Tier 3;Supermarket Type3;16.185.598;EEUU
27899;FDK38;10;6.65;Low Fat;0.053397989;Canned;1.493.734;OUT045;2002;;Tier 2;Supermarket Type1;2.969.468;EEUU
86887;NCZ30;21;6.59;Low Fat;0.043828293;Household;1.214.098;OUT010;1998;;Tier 3;Grocery Store;2.410.196;EEUU
410101010;FDK08;;;Regular;0.214139786;Fruits and Vegetables;1.024.016;OUT019;1985;Small;Tier 1;Grocery Store;2.024.032;EEUU
39382;DRY23;;9.395;Regular;0.109075742;Soft Drinks;429.112;OUT035;2004;Small;Tier 2;Supermarket Type1;426.112;EEUU
25271;FDT31;;19.75;Low Fat;0.012448294;Fruits and Vegetables;1.882.872;OUT046;1997;Small;Tier 1;Supermarket Type1;26.472.208;EEUU
97494;FDU52;;7.56;Low Fat;0.064030636;Frozen Foods;154.463;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.503.408;EEUU
810958;NCG19;23;20.25;Low Fat;0.14781046;Household;2.348.616;OUT013;1987;High;Tier 3;Supermarket Type1;28.123.392;EEUU
68573;NCR30;2;20.6;Low Fat;0.071136948;Household;763.696;OUT045;2002;;Tier 2;Supermarket Type1;372.848;EEUU
106246;FDN23;;6.575;Regular;0.07566089;Breads;1.454.444;OUT045;2002;;Tier 2;Supermarket Type1;26.125.992;EEUU
57986;FDQ01;;19.7;Regular;0.16102755;Canned;2.541.014;OUT045;2002;;Tier 2;Supermarket Type1;48.450.266;EEUU
139104;FDO22;;13.5;Regular;0.029893094;Snack Foods;81.096;OUT010;1998;;Tier 3;Grocery Store;159.792;EEUU
105686;DRE13;21;6.28;Low Fat;0.027761289;Soft Drinks;858.198;OUT045;2002;;Tier 2;Supermarket Type1;872.198;EEUU
81335;FDL44;17;18.25;Low Fat;0.012272797;Fruits and Vegetables;1.602.894;OUT035;2004;Small;Tier 2;Supermarket Type1;3.235.788;EEUU
1105810;FDT34;;9.3;Low Fat;0.174317307;Snack Foods;1.067.964;OUT035;2004;Small;Tier 2;Supermarket Type1;8.415.712;EEUU
91882;DRM23;;16.6;Low Fat;0.135707553;Hard Drinks;1.706.422;OUT035;2004;Small;Tier 2;Supermarket Type1;13.795.376;EEUU
11589;FDF32;;16.35;Low Fat;0.068219025;Fruits and Vegetables;1.989.426;OUT045;2002;;Tier 2;Supermarket Type1;35.593.668;EEUU
35759;NCE18;;10;Low Fat;0.021468792;Household;251.675;OUT045;2002;;Tier 2;Supermarket Type1;4.244.475;EEUU
38473;FDA51;22;;Regular;0.163882129;Dairy;1.132.518;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.415.554;EEUU
34518;DRZ24;6;7.535;Low Fat;0.082250143;Soft Drinks;118.344;OUT017;2007;;Tier 2;Supermarket Type1;3.115.944;EEUU
58749;FDT48;;4.92;Low Fat;0.046026479;Baking Goods;1.965.084;OUT049;1999;Medium;Tier 1;Supermarket Type1;37.697.596;EEUU
17233;DRG11;;6.385;Low Fat;0;Hard Drinks;1.089.596;OUT046;1997;Small;Tier 1;Supermarket Type1;11.864.556;EEUU
68427;FDE58;;18.5;Low Fat;0.052149675;Snack Foods;1.183.124;OUT049;1999;Medium;Tier 1;Supermarket Type1;15.406.612;EEUU
936104;DRA12;;11.6;Low Fat;0.040911824;Soft Drinks;1.423.154;OUT013;1987;High;Tier 3;Supermarket Type1;25.526.772;EEUU
10610101;FDP60;;17.35;Low Fat;0.056235142;Baking Goods;1.020.016;OUT017;2007;;Tier 2;Supermarket Type1;16.192.256;EEUU
66548;FDT10;;16.7;Regular;0.062170334;Snack Foods;609.562;OUT045;2002;;Tier 2;Supermarket Type1;8.295.868;EEUU
27414;FDE05;;10.895;Regular;0.032427039;Frozen Foods;1.477.102;OUT013;1987;High;Tier 3;Supermarket Type1;11.664.816;EEUU
73765;FDC32;;18.35;Low Fat;0.099309997;Fruits and Vegetables;914.462;OUT045;2002;;Tier 2;Supermarket Type1;16.658.316;EEUU
1061094;FDJ22;;18.75;Low Fat;0.05310896;Snack Foods;1.936.504;OUT017;2007;;Tier 2;Supermarket Type1;2.876.256;EEUU
28978;NCH18;;9.3;Low Fat;0.044843161;Household;2.461.802;OUT018;2009;Medium;Tier 3;Supermarket Type2;27.024.822;EEUU
34525;DRE37;;;Low Fat;0.164966345;Soft Drinks;1.894.872;OUT019;1985;Small;Tier 1;Grocery Store;1.890.872;EEUU
61662;DRC13;;8.26;Regular;0.032435437;Soft Drinks;124.873;OUT035;2004;Small;Tier 2;Supermarket Type1;2.956.152;EEUU
68513;FDG47;;12.8;Low Fat;0.06961884;Starchy Foods;2.603.252;OUT046;1997;Small;Tier 1;Supermarket Type1;81.320.812;EEUU
110972;FDY55;;16.75;Low Fat;0.08165147;Fruits and Vegetables;2.583.988;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.419.928;EEUU
1093105;NCW29;4;;Low Fat;0.028723187;Health and Hygiene;131.831;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.635.268;EEUU
591072;NCT05;6;10.895;Low Fat;0.020994339;Health and Hygiene;2.556.672;OUT045;2002;;Tier 2;Supermarket Type1;43.463.424;EEUU
64712;FDN50;;16.85;Regular;0.026561057;Canned;93.712;OUT049;1999;Medium;Tier 1;Supermarket Type1;466.06;EEUU
97253;FDU60;6;20;Regular;0.100262068;Baking Goods;1.696.132;OUT010;1998;;Tier 3;Grocery Store;1.691.132;EEUU
75626;FDX02;;16;Low Fat;0.057012606;Dairy;2.250.404;OUT013;1987;High;Tier 3;Supermarket Type1;58.510.504;EEUU
78424;FDL34;;16;Low Fat;0.041009558;Snack Foods;1.412.496;OUT049;1999;Medium;Tier 1;Supermarket Type1;26.818.424;EEUU
21388;DRF27;9;8.93;low fat;0.028578012;Dairy;152.234;OUT017;2007;;Tier 2;Supermarket Type1;3828.35;EEUU
88262;FDZ35;;9.6;Regular;0;Breads;101.699;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.373.577;EEUU
68369;DRF03;;;Low Fat;0.045088724;Dairy;397.138;OUT027;1985;Medium;Tier 3;Supermarket Type3;10.965.726;EEUU
62859;NCO41;;;Low Fat;0.018757586;Health and Hygiene;969.384;OUT027;1985;Medium;Tier 3;Supermarket Type3;21.678.448;EEUU
107499;FDQ59;15;9.8;Regular;0.056500895;Breads;858.908;OUT045;2002;;Tier 2;Supermarket Type1;18.455.976;EEUU
63473;NCZ53;;9.6;Low Fat;0.024576875;Health and Hygiene;1.866.214;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.884.214;EEUU
881410;FDZ33;;;Low Fat;0.188038372;Snack Foods;1.464.076;OUT019;1985;Small;Tier 1;Grocery Store;1.478.076;EEUU
918410;FDD34;;7.945;Low Fat;0.015908485;Snack Foods;161.421;OUT045;2002;;Tier 2;Supermarket Type1;3.425.541;EEUU
929108;NCM06;;7.475;Low Fat;0.075845634;Household;1.560.656;OUT049;1999;Medium;Tier 1;Supermarket Type1;18.535.872;EEUU
86696;FDY43;;14.85;Low Fat;0.098803088;Fruits and Vegetables;1.697.474;OUT018;2009;Medium;Tier 3;Supermarket Type2;6.737.896;EEUU
622108;DRM23;;16.6;Low Fat;0.227189581;Hard Drinks;1.739.422;OUT010;1998;;Tier 3;Grocery Store;1.724.422;EEUU
14299;FDT20;;10.5;Low Fat;0.041459804;Fruits and Vegetables;392.164;OUT049;1999;Medium;Tier 1;Supermarket Type1;5.406.296;EEUU
92617;FDG46;;8.63;Regular;0.032882271;Snack Foods;1.135.518;OUT013;1987;High;Tier 3;Supermarket Type1;27.324.432;EEUU
65716;FDH10;;21;Low Fat;0.049583899;Snack Foods;1.938.478;OUT017;2007;;Tier 2;Supermarket Type1;11.624.868;EEUU
429210;FDF24;;15.5;Regular;0.02536567;Baking Goods;827.934;OUT035;2004;Small;Tier 2;Supermarket Type1;1.228.401;EEUU
852910;FDG57;;14.7;Low Fat;0.07229836;Fruits and Vegetables;482.034;OUT046;1997;Small;Tier 1;Supermarket Type1;8.748.612;EEUU
21171;FDN44;;13.15;LF;0.022924552;Fruits and Vegetables;157.892;OUT017;2007;;Tier 2;Supermarket Type1;1.917.504;EEUU
91832;FDD32;;17.7;Regular;0.040897932;Fruits and Vegetables;826.276;OUT013;1987;High;Tier 3;Supermarket Type1;7.310.484;EEUU
32161;FDI04;23;;Regular;0.127660257;Frozen Foods;1.985.426;OUT019;1985;Small;Tier 1;Grocery Store;7.909.704;EEUU
691056;FDA56;;9.21;Low Fat;0.008764786;Fruits and Vegetables;1.231.414;OUT046;1997;Small;Tier 1;Supermarket Type1;4.264.449;EEUU
25326;DRG51;8;12.1;Low Fat;0.011604894;Dairy;1.660.526;OUT017;2007;;Tier 2;Supermarket Type1;14.800.734;EEUU
102618;FDZ04;;9.31;Low Fat;0.038169783;Frozen Foods;64.551;OUT017;2007;;Tier 2;Supermarket Type1;1.581.275;EEUU
77953;FDT13;;14.85;Low Fat;0.018568129;Canned;1.882.214;OUT035;2004;Small;Tier 2;Supermarket Type1;30.147.424;EEUU
28777;FDY56;;;Regular;0.062109174;Fruits and Vegetables;2.237.062;OUT027;1985;Medium;Tier 3;Supermarket Type3;49.655.364;EEUU
96569;FDB51;;6.92;LF;0.038671588;Dairy;642.852;OUT017;2007;;Tier 2;Supermarket Type1;4.380.964;EEUU
102688;NCY29;;13.65;Low Fat;0.077169841;Health and Hygiene;55.593;OUT013;1987;High;Tier 3;Supermarket Type1;282.965;EEUU
107349;FDL34;;16;Low Fat;0.041028937;Snack Foods;1.426.496;OUT045;2002;;Tier 2;Supermarket Type1;18.349.448;EEUU
161043;NCQ38;;16.35;Low Fat;0.013387211;Others;105.628;OUT049;1999;Medium;Tier 1;Supermarket Type1;1065.28;EEUU
27278;NCR41;;;Low Fat;0.017936715;Health and Hygiene;937.094;OUT027;1985;Medium;Tier 3;Supermarket Type3;41.892.136;EEUU
25998;FDY24;;4.88;Regular;0.223440258;Baking Goods;522.298;OUT010;1998;;Tier 3;Grocery Store;1.617.894;EEUU
11525;NCA42;;6.965;Low Fat;0;Household;1.596.604;OUT045;2002;;Tier 2;Supermarket Type1;33.276.684;EEUU
31982;FDB11;;16;Low Fat;0.060942632;Starchy Foods;2.256.404;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.255.252;EEUU
2910810;FDG26;5;18.85;Low Fat;0.042641788;Canned;257.833;OUT035;2004;Small;Tier 2;Supermarket Type1;5.382.993;EEUU
96832;FDH24;;20.7;Low Fat;0.021427082;Baking Goods;1.565.288;OUT035;2004;Small;Tier 2;Supermarket Type1;1.571.288;EEUU
87148;FDX44;;9.3;Low Fat;0.042930789;Fruits and Vegetables;885.172;OUT013;1987;High;Tier 3;Supermarket Type1;14.274.752;EEUU
96676;FDT52;;9.695;Regular;0.047697859;Frozen Foods;2.446.144;OUT017;2007;;Tier 2;Supermarket Type1;26.951.584;EEUU
23964;FDT04;8;17.25;Low Fat;0.10764721;Frozen Foods;393.822;OUT017;2007;;Tier 2;Supermarket Type1;3.142.576;EEUU
88737;FDO58;;19.6;Low Fat;0.039577173;Snack Foods;1.661.526;OUT046;1997;Small;Tier 1;Supermarket Type1;29.601.468;EEUU
7210104;FDR60;;14.3;Low Fat;0.130415118;Baking Goods;759.328;OUT046;1997;Small;Tier 1;Supermarket Type1;1.158.492;EEUU
53431;NCL54;;12.6;Low Fat;0.082921642;Household;1.752.054;OUT045;2002;;Tier 2;Supermarket Type1;3.502.108;EEUU
710279;FDW50;;13.1;Low Fat;0.075515154;Dairy;1.672.158;OUT013;1987;High;Tier 3;Supermarket Type1;30.080.844;EEUU
82955;FDK43;;;Low Fat;0.046994717;Meat;125.802;OUT019;1985;Small;Tier 1;Grocery Store;253.004;EEUU
1011910;FDQ32;;17.85;Regular;0.04679836;Fruits and Vegetables;1.238.388;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.668.716;EEUU
46825;FDE29;;8.905;LF;0.143129124;Frozen Foods;588.878;OUT046;1997;Small;Tier 1;Supermarket Type1;11.511.682;EEUU
57359;NCN07;;18.5;Low Fat;0.034013539;Others;1.332.284;OUT045;2002;;Tier 2;Supermarket Type1;27.683.964;EEUU
1831010;FDB37;;20.25;Regular;0.022921735;Baking Goods;2.407.538;OUT013;1987;High;Tier 3;Supermarket Type1;33.649.532;EEUU
72746;FDD21;;10.3;Regular;0.030616757;Fruits and Vegetables;1.127.176;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.435.528;EEUU
96754;FDX16;;17.85;Low Fat;0.06575528;Frozen Foods;151.505;OUT013;1987;High;Tier 3;Supermarket Type1;2.546.685;EEUU
38414;FDN46;;7.21;Regular;0.144856342;Snack Foods;1.005.332;OUT049;1999;Medium;Tier 1;Supermarket Type1;11.278.652;EEUU
42659;FDV28;;16.1;Regular;0.267352587;Frozen Foods;349.558;OUT010;1998;;Tier 3;Grocery Store;679.116;EEUU
103747;FDR48;;;Low Fat;0.130867413;Baking Goods;1.508.024;OUT027;1985;Medium;Tier 3;Supermarket Type3;44.022.696;EEUU
101742;FDW37;;;Low Fat;0.123449671;Canned;897.488;OUT027;1985;Medium;Tier 3;Supermarket Type3;19.015.248;EEUU
66811;FDV40;;17.35;Low Fat;0.014689006;Frozen Foods;745.038;OUT035;2004;Small;Tier 2;Supermarket Type1;739.038;EEUU
95487;FDZ57;;10;Regular;0.037918142;Snack Foods;1.296.994;OUT018;2009;Medium;Tier 3;Supermarket Type2;14.134.934;EEUU
11397;FDY46;8;18.6;Low Fat;0.047964395;Snack Foods;1.850.898;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.934.368;EEUU
99862;FDX45;;16.75;Low Fat;0.105018817;Snack Foods;155.263;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.721.093;EEUU
271059;FDB33;16;17.75;Low Fat;0.014577412;Fruits and Vegetables;1.607.262;OUT035;2004;Small;Tier 2;Supermarket Type1;28.642.716;EEUU
1057108;FDT58;;9;Low Fat;0.143870574;Snack Foods;1.694.816;OUT010;1998;;Tier 3;Grocery Store;5.033.448;EEUU
64892;FDM39;;6.42;Low Fat;0.053553794;Dairy;1.786.002;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.582.004;EEUU
66626;NCY41;;16.75;LF;0.075889215;Health and Hygiene;376.532;OUT045;2002;;Tier 2;Supermarket Type1;5.752.512;EEUU
95842;NCL31;;7.39;Low Fat;0.120280989;Others;142.747;OUT046;1997;Small;Tier 1;Supermarket Type1;3.149.234;EEUU
53821;NCJ31;;19.2;Low Fat;0.182653772;Others;2.430.196;OUT046;1997;Small;Tier 1;Supermarket Type1;33.742.744;EEUU
651073;FDO23;;;Low Fat;0.25637539;Breads;948.436;OUT019;1985;Small;Tier 1;Grocery Store;5.672.616;EEUU
17182;FDN56;;5.46;Regular;0.107036943;Fruits and Vegetables;1.442.786;OUT035;2004;Small;Tier 2;Supermarket Type1;2.889.572;EEUU
16494;FDF04;;17.5;Low Fat;0;Frozen Foods;2.583.304;OUT013;1987;High;Tier 3;Supermarket Type1;33.582.952;EEUU
96679;FDJ44;22;12.3;Regular;0.106238768;Fruits and Vegetables;1.761.396;OUT013;1987;High;Tier 3;Supermarket Type1;36.632.316;EEUU
69885;FDS50;;17;Low Fat;0.055545797;Dairy;2.205.114;OUT045;2002;;Tier 2;Supermarket Type1;53.210.736;EEUU
68653;NCQ41;;;Low Fat;0.019386057;Health and Hygiene;1.945.794;OUT027;1985;Medium;Tier 3;Supermarket Type3;35.114.292;EEUU
59777;FDA49;;19.7;Low Fat;0.064921764;Canned;881.198;OUT046;1997;Small;Tier 1;Supermarket Type1;1.744.396;EEUU
1042310;NCZ06;;19.6;Low Fat;0.094694278;Household;2.549.698;OUT017;2007;;Tier 2;Supermarket Type1;2.536.698;EEUU
27954;NCM43;;14.5;Low Fat;0.019554705;Others;162.421;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.957.452;EEUU
427103;FDH19;;19.35;Low Fat;0.033060937;Meat;1.724.738;OUT013;1987;High;Tier 3;Supermarket Type1;19.115.118;EEUU
126105;FDS15;;9.195;Regular;0.078181964;Meat;1.067.596;OUT049;1999;Medium;Tier 1;Supermarket Type1;40.986.648;EEUU
81498;FDO50;;16.25;LF;0;Canned;902.804;OUT018;2009;Medium;Tier 3;Supermarket Type2;16.538.472;EEUU
59491;FDJ20;0;20.7;Regular;0.100583009;Fruits and Vegetables;1.235.388;OUT018;2009;Medium;Tier 3;Supermarket Type2;19.814.208;EEUU
210156;NCI31;;20;low fat;0.136124989;Others;38.319;OUT010;1998;;Tier 3;Grocery Store;146.476;EEUU
107823;FDU20;;;Regular;0.021353642;Fruits and Vegetables;1.221.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;33.742.744;EEUU
731027;DRK13;;11.8;Low Fat;0.115167579;Soft Drinks;1.998.084;OUT046;1997;Small;Tier 1;Supermarket Type1;23.809.008;EEUU
314107;DRJ24;;11.8;Low Fat;0.113559058;Soft Drinks;1.842.924;OUT045;2002;;Tier 2;Supermarket Type1;1.850.924;EEUU
921034;FDI20;;19.1;Low Fat;0.038641968;Fruits and Vegetables;2.121.586;OUT045;2002;;Tier 2;Supermarket Type1;59.096.408;EEUU
91214;FDF10;;15.5;Regular;0.157246634;Snack Foods;1.456.418;OUT045;2002;;Tier 2;Supermarket Type1;2.207.127;EEUU
91236;FDQ45;;9.5;Regular;0.010917052;Snack Foods;1.853.608;OUT046;1997;Small;Tier 1;Supermarket Type1;20.213.688;EEUU
63215;FDQ10;;12.85;Low Fat;0.033172957;Snack Foods;1.720.422;OUT035;2004;Small;Tier 2;Supermarket Type1;53.457.082;EEUU
42528;FDM36;;11.65;Regular;0.058719726;Baking Goods;1.711.422;OUT035;2004;Small;Tier 2;Supermarket Type1;29.315.174;EEUU
53845;FDN12;;15.6;Low Fat;0;Baking Goods;1.118.544;OUT018;2009;Medium;Tier 3;Supermarket Type2;14.541.072;EEUU
59314;FDD50;;18.85;Low Fat;0.141524348;Canned;1.684.132;OUT013;1987;High;Tier 3;Supermarket Type1;28.749.244;EEUU
243110;FDG17;3;6.865;Regular;0.035895934;Frozen Foods;2.444.486;OUT049;1999;Medium;Tier 1;Supermarket Type1;63.530.636;EEUU
46884;FDY58;;11.65;Low Fat;0.039980644;Snack Foods;2.273.694;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.567.388;EEUU
56723;NCK29;;;Low Fat;0;Health and Hygiene;123.473;OUT019;1985;Small;Tier 1;Grocery Store;369.519;EEUU
6581010;FDM32;;20.5;Low Fat;0;Fruits and Vegetables;90.883;OUT010;1998;;Tier 3;Grocery Store;89.883;EEUU
810691;FDL46;;20.35;Low Fat;0.054056927;Snack Foods;1.168.466;OUT046;1997;Small;Tier 1;Supermarket Type1;2.356.932;EEUU
